Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
26823,7/19/22,Fidelity Investments No,Paper,Yes,1,Yes,,,,Yes,,
27953,7/20/22,Gordon County,Electronic,Yes,4,Yes,,,,Yes,,
27940,7/20/22,"Jet Industries, Inc.",Electronic,Yes,3,Yes,,Yes,,Yes,,
27939,7/20/22,Man Investments Holdings Inc.,Electronic,,2,,,Yes,Yes,,,
27938,7/20/22,"Cavender Stores, Ltd.",Electronic,Yes,1,Yes,Yes,,,Yes,,
27913,7/20/22,"Apple, Inc.",Electronic,,1,,,,Yes,Yes,,
27910,7/20/22,"JPMorgan Chase Bank, N.A.",Electronic,Yes,1,,Yes,,,,,
27909,7/20/22,"Diamond Select Toys & Collectibles, LLC",Electronic,Yes,4,,,,Yes,,,
27908,7/20/22,"Sappi North America, Inc.",Electronic,Yes,50,Yes,,,,Yes,,
27907,7/20/22,Main Street Bank,Electronic,,3,,Yes,,Yes,,,
27906,7/20/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
27937,7/21/22,"Wade Clark Mulcahy, LLP",Electronic,Yes,3,,,Yes,,Yes,,
27912,7/21/22,American Metalcraft,Electronic,Yes,1,,Yes,,,,,
27936,7/22/22,"American Express Travel Related Services Company, Inc.",Electronic,,16,,,,Yes,,,
27935,7/22/22,Oklahoma City Housing Authority,Electronic,Yes,7,Yes,,,,Yes,,
27934,7/22/22,Sound Health & Wellness Trust c/o Zenith American Solutions,Paper,,1,Yes,,,,Yes,,
27933,7/22/22,Massachusetts Institute of Technology,Electronic,Yes,1,Yes,,,,Yes,,
27932,7/22/22,"Zulily, LLC",Electronic,Yes,634,,,,Yes,,,
27931,7/22/22,"Green Mountain Electric Supply, Inc.",Electronic,Yes,2,Yes,,,,Yes,,
27930,7/22/22,"City of Newport, Rhode Island",Electronic,Yes,258,Yes,Yes,,,Yes,,
27929,7/22/22,Cedar Rapids Community School District,Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
27928,7/22/22,"Arhaus, Inc.",Electronic,Yes,10,Yes,,,,Yes,,
27927,7/22/22,"Clinivate, LLC",Electronic,,2,Yes,,,,Yes,,
27918,7/22/22,The Village Bank,Electronic,,2,,,,Yes,,,
27917,7/22/22,Bank of America,Electronic,Yes,1,Yes,Yes,,Yes,Yes,,
27916,7/22/22,Bank of America,Electronic,Yes,1,Yes,Yes,,Yes,Yes,,
27915,7/22/22,Bank of America,Electronic,,2,Yes,Yes,,Yes,Yes,,
27946,7/25/22,"Thomas & Libowitz, P.A.",Electronic,Yes,2,Yes,,,,Yes,,
27945,7/25/22,Hanbury Evans Wright Vlattas + Company,Electronic,Yes,31,Yes,Yes,,,Yes,,
27944,7/25/22,Reno Sub-Systems Inc,Electronic,Yes,3,Yes,Yes,,,Yes,,
27943,7/25/22,Wilson Tool International,Electronic,Yes,1,Yes,,,,Yes,,
27942,7/25/22,Santa Rosa County District Schools,Electronic,Yes,1,Yes,,,,Yes,,
27926,7/25/22,WINCHESTER SAVINGS BANK,Electronic,,5,,,,,,,
27925,7/25/22,Spaulding Rehabilitation Network,Paper,Yes,1,,,,,Yes,,
27924,7/25/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
27923,7/25/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
27922,7/25/22,Brigham and Women's Hospital,Paper,Yes,1,,,,,,,
27921,7/25/22,Main Street Bank,Electronic,,1,,,,Yes,,,
27920,7/25/22,Main Street Bank,Electronic,,1,,,,Yes,,,
27919,7/25/22,Eastern Bank,Electronic,,864,,,,Yes,,,
27956,7/26/22,WNC Bridge Foundation,Electronic,Yes,6,,Yes,,,Yes,,
27952,7/26/22,"Healthcare Trust of America, Inc. (HTA)",Electronic,Yes,1,Yes,,,,Yes,,
27951,7/26/22,DigiPen Institute of Technology,Electronic,Yes,20,Yes,,Yes,,Yes,,
27950,7/26/22,"American Retirement & Investment Strategies, LLC",Electronic,Yes,184,Yes,Yes,,,Yes,,
27948,7/26/22,"Laborers International Union of North America Local 1098
(""LIUNA Local 1098"")",Electronic,Yes,3,Yes,,,,Yes,,
27947,7/26/22,Gannon Associates,Electronic,Yes,4,Yes,,Yes,,Yes,,
27941,7/26/22,BECU,Electronic,,220,Yes,Yes,,,Yes,,
27914,7/26/22,Goodman Campbell Brain & Spine,Electronic,Yes,39,Yes,,,,Yes,,
27961,7/27/22,"OneTouchPoint, Inc.",Electronic,Yes,113811,,,,,,,
27960,7/27/22,The Village Bank,Electronic,,1,,,,Yes,,,
27959,7/27/22,Pawcatuck Fire Department,Electronic,Yes,1,Yes,,Yes,,Yes,,
27958,7/27/22,"BHG Holdings, LLC dba Behavioral Health Group",Electronic,Yes,123,Yes,Yes,Yes,Yes,Yes,,
27957,7/27/22,SHI International Corp.,Electronic,Yes,76,Yes,,,,Yes,,
27955,7/27/22,"Gelt Finance, Inc.",Electronic,Yes,10,,,Yes,,Yes,,
27954,7/27/22,Primmer Piper Eggleston & Cramer PC,Electronic,Yes,18,Yes,Yes,Yes,,,,
27972,7/28/22,"Padula Insurance Agency, Inc.",Electronic,,521,,,Yes,,Yes,,
27971,7/28/22,"Gatto, Pope & Walwick, LLP",Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
27970,7/28/22,"Ambassador Advisors, LLC",Electronic,Yes,3,Yes,Yes,,,Yes,,
27969,7/28/22,"Natech Plastics, Inc.",Electronic,Yes,1,Yes,Yes,,,Yes,,
27967,7/28/22,"The North Highland Company, LLC",Electronic,Yes,64,Yes,Yes,Yes,,Yes,,
27964,7/28/22,"Davenport & Company, LLC",Electronic,Yes,1,,Yes,,,Yes,,
27963,7/28/22,The Delaware & Lehigh National Heritage Corridor,Electronic,Yes,3,,Yes,,,Yes,,
27962,7/28/22,The Lanier Law Firm,Electronic,Yes,1,Yes,,,,Yes,,
27987,7/29/22,"Wells Fargo Bank, N.A. Wells Fargo Bank, N.A.",Paper,,1,,Yes,,,Yes,,
27986,7/29/22,Boston Scientific Corporation,Electronic,Yes,3,,,Yes,,,,
27985,7/29/22,Gardner Resources Consulting LLC,Electronic,Yes,3560,Yes,Yes,Yes,,Yes,,
27984,7/29/22,Steve Rice & Associates,Electronic,Yes,7,Yes,Yes,Yes,,Yes,,
27979,7/29/22,"Center for Living & Working, Inc.",Electronic,Yes,1,,,,,,,
27978,7/29/22,"WSRP, LLC",Electronic,Yes,2,Yes,Yes,Yes,Yes,Yes,,
27977,7/29/22,"Wells Fargo Bank, N.A.",Paper,Yes,1,,Yes,,,Yes,,
27976,7/29/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
27975,7/29/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
27974,7/29/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
27968,7/29/22,"Gaedeke Group, LLC",Electronic,Yes,5,Yes,,,,Yes,,
27966,7/29/22,Rockland Trust,Electronic,,1,,Yes,,,Yes,,
27965,7/29/22,Equity Residential,Paper,Yes,2,Yes,Yes,Yes,,Yes,,
27989,8/1/22,The Southwestern Family of Companies,Electronic,Yes,38,Yes,,,,Yes,,
27988,8/1/22,"American Express Travel Related Services Company, Inc",Electronic,,1,,,,Yes,,,
27982,8/1/22,WINCHESTER SAVINGS BANK,Electronic,,2,,,,Yes,,,
27981,8/1/22,Adams Community Bank,Electronic,,1,,,,Yes,,,
27980,8/1/22,Lake Charles Housing Authority,Electronic,Yes,1,Yes,,,,Yes,,
28064,8/2/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
28002,8/2/22,"American Express Travel Related Services Company, Inc.",Electronic,,3,,,,Yes,,,
28001,8/2/22,"Gage Brothers Concrete Products, Inc.",Electronic,Yes,14,Yes,,Yes,,Yes,,
28000,8/2/22,Adler Display Studio,Electronic,Yes,2,Yes,,Yes,,Yes,,
27999,8/2/22,Kirkland Woods & Martinsen,Electronic,Yes,1,,Yes,,,Yes,,
27998,8/2/22,RINA Accountants & Advisors,Electronic,Yes,69,Yes,Yes,Yes,,Yes,,
27996,8/2/22,iQvestment LLC,Electronic,,1,,Yes,,,,,
27995,8/2/22,CareSource,Electronic,,147,,,,,,,
27994,8/2/22,Smolin Lupin & Co.,Electronic,Yes,10,Yes,Yes,Yes,Yes,,,
27993,8/2/22,Simons Bitzer & Associates,Electronic,Yes,2,Yes,,,,Yes,,
27992,8/2/22,Igloo Inc.,Electronic,Yes,1,Yes,Yes,,,Yes,,
27991,8/2/22,"Wells Fargo Bank, N.A.",Electronic,Yes,144,,Yes,,,Yes,,
27990,8/2/22,Kikiktagruk Inupiat Corporation,Electronic,Yes,1,,Yes,,,Yes,,
28025,8/3/22,Centralia College,Electronic,Yes,7,Yes,,,,Yes,,
28024,8/3/22,"Orange Business Services U.S., Inc.",Electronic,,207,Yes,,,,Yes,,
28023,8/3/22,"Omnicell, Inc.",Electronic,Yes,2,Yes,Yes,Yes,Yes,Yes,,
28022,8/3/22,Marymount Manhattan College,Electronic,Yes,6771,Yes,,Yes,,Yes,,
28004,8/3/22,McCarter & English LLP,Electronic,Yes,99,Yes,Yes,Yes,,Yes,,
28003,8/3/22,Nettworth Financial Group,Electronic,Yes,4,Yes,Yes,Yes,,Yes,,
27997,8/3/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
28021,8/4/22,Fidelity Investments,Electronic,Yes,1,Yes,,,,Yes,,
28020,8/4/22,Watertown Savings Bank,Electronic,,1,,,,Yes,,,
28019,8/4/22,TransUnion LLC,Electronic,,175,Yes,Yes,Yes,,Yes,,
28018,8/4/22,PBI Group Inc.,Electronic,Yes,1,Yes,,,,Yes,,
28017,8/4/22,Brown Rudnick LLP,Electronic,Yes,2,Yes,,,,Yes,,
28016,8/4/22,"Molecular Pathology Laboratory Network, Inc",Electronic,Yes,18,Yes,Yes,,Yes,Yes,,
28015,8/4/22,"Your Business, Inc.",Electronic,Yes,2,,,,Yes,Yes,,
28014,8/4/22,"Heritage Benefit Consultants, Inc",Electronic,,8,Yes,,,,Yes,,
28013,8/4/22,Community Surgical Supply Inc.,Electronic,Yes,744,Yes,,Yes,,Yes,,
28012,8/4/22,"Warner Music, Inc.",Electronic,Yes,2,,,Yes,,Yes,,
28011,8/4/22,R. R. Donnelley & Sons Company,Electronic,Yes,998,Yes,,Yes,,Yes,,
28026,8/5/22,Mutual One Bank,Electronic,Yes,1,,,,Yes,,,
28010,8/5/22,"First Choice Community Health Care, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
28009,8/5/22,Berkshire Partners LLC,Electronic,Yes,96,Yes,Yes,Yes,,Yes,,
28008,8/5/22,Atlas MedStaff LLC,Electronic,Yes,47,Yes,,Yes,,Yes,,
28007,8/5/22,"Guideline, Inc.",Electronic,Yes,1,Yes,Yes,,,Yes,,
28006,8/5/22,Fisher Sports Group dba K1 Sportswear,Electronic,Yes,1,,,,Yes,Yes,,
28005,8/5/22,Cornerstone National Insurance Company,Electronic,Yes,597,,,Yes,,,,
28042,8/8/22,Salem Five Cents Savings Bank,Electronic,,12,,Yes,,,,,
28041,8/8/22,"Style Crest Enterprises, Inc.",Electronic,Yes,4,Yes,,,,Yes,,
28040,8/8/22,Goldberg Segalla LLP,Electronic,Yes,5,Yes,,,,Yes,,
28039,8/8/22,"Jason D. Smith dba Legacy Investment Services, Inc.",Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
28031,8/8/22,Yellow Social Interactive Limited,Electronic,Yes,264,,,Yes,,,,
28030,8/8/22,"Supplylogic, LLC",Electronic,Yes,1,,,,Yes,,,
28029,8/8/22,Mutual One Bank,Electronic,Yes,1,,,,Yes,,,
28028,8/8/22,Salem Five Cents Savings Bank,Electronic,,12,,Yes,,,,,
28044,8/9/22,"The Country Club at Woodfield, Inc.",Electronic,Yes,20,Yes,Yes,Yes,,Yes,,
28043,8/9/22,Passaic County Community College,Electronic,Yes,5,Yes,,,,Yes,,
28038,8/9/22,Rockland Trust,Electronic,,1,,Yes,,,Yes,,
28037,8/9/22,Rockland Trust,Electronic,,1,,Yes,,,Yes,,
28036,8/9/22,Rockland Trust,Paper,Yes,2,Yes,Yes,Yes,,Yes,,
28035,8/9/22,"Wells Fargo Advisors Financial Network, LLC",Electronic,Yes,3,,Yes,,,Yes,,
28034,8/9/22,Worcester Natural History Society dba EcoTarium,Electronic,Yes,7,,,Yes,,Yes,,
28033,8/9/22,Accusoft Corporation,Electronic,Yes,24,Yes,Yes,,,Yes,,Yes
28032,8/9/22,"A.A. Zamarro & Associates, Inc.",Electronic,Yes,2000,Yes,Yes,Yes,,Yes,,
28059,8/10/22,WINCHESTER SAVINGS BANK,Electronic,,2,,,,Yes,,,
28058,8/10/22,Ypsilanti Community Utilities Authority,Electronic,Yes,1,,Yes,,,,,
28056,8/11/22,Valent U.S.A. LLC,Electronic,Yes,13,Yes,Yes,Yes,,Yes,,
28055,8/11/22,Discover Financial Services,Paper,,1,Yes,Yes,,,Yes,,
28054,8/11/22,Mission Housing Development Corporation,Electronic,Yes,2,Yes,Yes,Yes,Yes,Yes,,
28053,8/11/22,Lamoille Health Partners,Electronic,Yes,1299,Yes,,,,Yes,,
28052,8/11/22,"Blume Global, Inc.",Electronic,Yes,23,Yes,,,Yes,Yes,,
28051,8/11/22,MJH Life Sciences,Electronic,Yes,16,Yes,Yes,,,Yes,,
28050,8/11/22,"NAF, Inc.",Electronic,Yes,10,Yes,Yes,,,Yes,,
28049,8/11/22,Infinity Title Solutions,Electronic,Yes,1,Yes,,,,Yes,,
28048,8/11/22,"Apto Payments, Inc.",Electronic,Yes,2,,,,Yes,,,
28047,8/11/22,City of Maywood,Paper,Yes,3,Yes,,,,Yes,,
28069,8/12/22,SAVERS BANK,Electronic,,2,,,,Yes,,,
28068,8/12/22,MetroWest Medical Center,Electronic,,3,Yes,Yes,,,Yes,,
28067,8/12/22,"Spouting Rock Asset Management, LLC",Electronic,Yes,5,Yes,Yes,,,Yes,,
28066,8/12/22,"MCG, LLC",Electronic,,6,Yes,,,,,,
28065,8/12/22,Lewis Johs Avallone Aviles LLP,Electronic,Yes,14,Yes,Yes,Yes,Yes,Yes,,
28063,8/12/22,Eastern Bank,Paper,,768,,Yes,,,,,Yes
28062,8/12/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
28061,8/12/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
28060,8/12/22,eCapital Corp.,Electronic,Yes,13,Yes,,Yes,,Yes,,
28046,8/12/22,"WECC Holdings, Inc. d/b/a Watson Electrical",Electronic,Yes,2,Yes,,,,Yes,,
28027,8/12/22,Barnes & Thornburg LLP,Electronic,Yes,6,Yes,Yes,Yes,,Yes,,
28089,8/15/22,Eastern Bank,Electronic,,202,,,,Yes,,,
28088,8/15/22,"D&G Dealer Services, LLC",Electronic,Yes,17,Yes,,,,Yes,,
28080,8/15/22,Finkelstein Eye Associates,Electronic,,13,Yes,Yes,,,Yes,,
28079,8/15/22,"L & C Protec, Inc. d/b/a Cocoon, Inc.",Electronic,Yes,7,Yes,Yes,Yes,,Yes,,
28078,8/15/22,Uphold HQ Inc,Electronic,,2,,,,Yes,,,
28077,8/15/22,CPL,Electronic,Yes,2,Yes,,,,Yes,,
28076,8/15/22,Living Innovations,Electronic,Yes,6,Yes,,,,Yes,,
28075,8/15/22,San Diego American Indian Health Center,Electronic,Yes,20,Yes,,Yes,,Yes,,
28074,8/15/22,Massachusetts General Hospital,Paper,Yes,1,,Yes,,,,,
28073,8/15/22,"Douglas G Muckell CPA, LLC",Electronic,Yes,1,Yes,Yes,,,Yes,,
28072,8/15/22,Mutual One Bank,Electronic,Yes,1,,,,Yes,,,
28071,8/15/22,Mutual One Bank,Electronic,Yes,1,,,,Yes,,,
28070,8/15/22,"1st Lake Properties, Inc.",Electronic,Yes,42,Yes,,Yes,Yes,Yes,,
28045,8/15/22,Kohler and Eyre,Electronic,Yes,6,Yes,Yes,Yes,Yes,Yes,,
28086,8/16/22,"Burnt Ridge Nursery and Orchards, Inc.",Electronic,,232,,,,Yes,,,
28085,8/16/22,"Amidon & Petersen Financials, LLC",Electronic,Yes,1,Yes,,,,Yes,,
28084,8/16/22,HanesBrands Inc.,Electronic,Yes,447,Yes,Yes,Yes,,Yes,,
28082,8/16/22,"Scott and Shuman, P.A.",Electronic,Yes,3,Yes,,Yes,Yes,Yes,,
28081,8/16/22,Rockland Trust,Electronic,Yes,2,,Yes,,,,,
28093,8/17/22,"Calcium Products, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
28087,8/17/22,WINCHESTER SAVINGS BANK,Electronic,,3,,,,Yes,,,
28083,8/17/22,HMVINCENT DMD LLC,Paper,Yes,5,Yes,,,,Yes,,
26572,8/17/22,"TurnKey Realty, LLC",Electronic,Yes,117,Yes,Yes,Yes,,Yes,,
28097,8/18/22,"Cyan Health, LLC",Electronic,Yes,1,Yes,,,,Yes,,
28096,8/18/22,"SFERRA Fine Linens, LLC",Electronic,Yes,4,Yes,Yes,,,Yes,,
28094,8/18/22,Tulsa Technology Center,Electronic,Yes,11,Yes,,,,Yes,,
28092,8/18/22,Cape Cod 5,Electronic,Yes,2,,Yes,,,,,
28091,8/18/22,Cape Cod Five,Electronic,Yes,1,,Yes,,,,,
28090,8/18/22,"Sturm, Ruger & Company, Inc.",Electronic,,2179,,,,Yes,,,
28108,8/19/22,"EB Employee Solutions, LLC dba The Difference Card",Electronic,,162,Yes,Yes,Yes,Yes,Yes,,
28107,8/19/22,Pearl River Community College,Electronic,Yes,4,Yes,,,,Yes,,
28106,8/19/22,"Advent Software, Inc.",Electronic,Yes,2,Yes,,,,Yes,,
28105,8/19/22,"Community Loan Servicing, LLC",Electronic,Yes,1749,Yes,Yes,,,Yes,,
28104,8/19/22,"Peter Brasseler Holdings, LLC; Brasseler U.S.A. Dental, LLC; Brasseler U.S.A. Medical, LLC",Electronic,Yes,30,Yes,Yes,Yes,Yes,Yes,,
28101,8/19/22,The Grand Lodge of Free & Accepted Masons of California,Electronic,Yes,1,,Yes,,,Yes,,
28100,8/19/22,Douglas Durkin Design,Electronic,Yes,1,Yes,,,,Yes,,
28099,8/19/22,Salem Five Cents Savings Bank,Electronic,,2,,,,Yes,,,
28098,8/19/22,American Cutting Edge,Electronic,Yes,18,,,,Yes,,,
28095,8/19/22,Lionel Holdings,Electronic,Yes,2,,,Yes,,,,
28103,8/20/22,"Photo Paper Direct, Ltd.",Paper,Yes,6,,,,Yes,Yes,,
28102,8/21/22,Newcourse Communications,Electronic,Yes,29,Yes,,,,Yes,,
28110,8/22/22,"LoanCare, LLC",Electronic,Yes,1,,,,Yes,Yes,,
28109,8/22/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
28139,8/23/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
28138,8/23/22,Mutual One Bank,Electronic,,11,,,,Yes,,,
28115,8/23/22,WINCHESTER SAVINGS BANK,Electronic,,6,,,,Yes,,,
28114,8/23/22,Methodist McKinney Hospital,Electronic,Yes,26,Yes,,Yes,,Yes,,
28113,8/23/22,Christian Credit Union,Electronic,,1,Yes,Yes,,Yes,Yes,,
28112,8/23/22,Vision Credit Union Ltd.,Electronic,,3,,Yes,,,Yes,,
28111,8/23/22,Cape Cod Five,Paper,Yes,2,Yes,,,,Yes,,
28127,8/24/22,Foreman Friedman PA,Electronic,Yes,10,Yes,,Yes,,Yes,,
28126,8/24/22,"Neuro Rehab Associates, Inc. d/b/a Northeast Rehabilitation Hospital Network",Electronic,Yes,10161,Yes,Yes,Yes,,Yes,,
28125,8/24/22,Gifted Healthcare,Electronic,Yes,17,Yes,Yes,,,Yes,,
28124,8/24/22,"Unified Resources, Inc.",Electronic,Yes,2,Yes,,,,Yes,,
28123,8/24/22,Community Bridges,Electronic,Yes,58,Yes,,,,Yes,,
28122,8/24/22,AXEL Royal LLC,Electronic,Yes,1,,Yes,Yes,,Yes,,
28121,8/24/22,"Sanford Insurance Services Group, LLC",Electronic,Yes,32,Yes,,Yes,,Yes,,
28120,8/24/22,Argonaut Investments,Electronic,Yes,7,Yes,Yes,,,Yes,,
28118,8/24/22,Mass General Brigham,Paper,Yes,5,,Yes,,,,,
28117,8/24/22,"Wells Fargo Bank, N.A.",Paper,Yes,1,,Yes,,,Yes,,
28116,8/24/22,Rockland Trust,Electronic,Yes,2,,Yes,,,Yes,,
28136,8/25/22,CorrectHealth,Electronic,Yes,2,Yes,,,,Yes,,
28135,8/25/22,"Diamond Comic Distributors, Inc.",Electronic,Yes,27,Yes,Yes,,,Yes,,
28134,8/25/22,United States and Canadian Academy of Pathology,Electronic,Yes,36,,,,Yes,Yes,,
28129,8/25/22,Massachusetts Department of Revenue,Undefined,Yes,2,Yes,,,,Yes,,
28128,8/25/22,Massachusetts Department of Revenue,Paper,Yes,1,Yes,,,,Yes,,
28147,8/26/22,"Sewell & Neal, PLLC",Electronic,Yes,18,Yes,Yes,Yes,Yes,Yes,,
28146,8/26/22,KeyBank,Electronic,,4682,Yes,Yes,,,Yes,,
28145,8/26/22,"Nelnet Servicing, LLC",Electronic,Yes,132457,Yes,,,,Yes,,
28143,8/26/22,"Truly Nolen of America, Inc.",Electronic,Yes,3,Yes,,,,Yes,,
28142,8/26/22,Woods Hole Inn LLC and Quicks Hole LLC,Paper,Yes,142,Yes,,Yes,,Yes,,
28141,8/26/22,Compass Working Capital Inc.,Paper,Yes,1,Yes,,,,Yes,,
28140,8/26/22,"Semikron, Inc.",Electronic,Yes,32,Yes,,,,Yes,,
28137,8/26/22,"Blakeslee Prestress, Inc.",Electronic,Yes,137,Yes,,Yes,,Yes,,
28133,8/26/22,"Diamond International Galleries, Inc.",Electronic,,28,Yes,,,,Yes,,
28132,8/26/22,"Gemstone Publishing, Inc.",Electronic,,12,Yes,,,,Yes,,
28131,8/26/22,"Rosebud Entertainment, LLC",Electronic,,26,Yes,,,,Yes,,
28119,8/26/22,The Village Bank,Electronic,,2,,,,Yes,,,
28223,8/29/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
28157,8/29/22,Digital Federal Credit Union,Electronic,Yes,1,,Yes,,,Yes,,
28156,8/29/22,"Donlen Corporation, now known as Sellerco Corporation",Electronic,Yes,45,Yes,Yes,,,Yes,,
28155,8/29/22,"Bridgestone Americas, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
28154,8/29/22,SCA Pharmaceuticals Inc.,Electronic,Yes,121,Yes,Yes,,,Yes,,
28153,8/29/22,"Corporate Facilities, Inc.",Electronic,,1,Yes,Yes,Yes,,Yes,,
28152,8/29/22,Mutual One Bank,Electronic,Yes,1,,,,Yes,,,
28151,8/29/22,Mutual One Bank,Electronic,Yes,1,,,,Yes,,,
28150,8/29/22,"Abeles and Hoffman, P.C.",Electronic,Yes,5,Yes,Yes,Yes,Yes,Yes,,
28149,8/29/22,Department of Revenue,Paper,Yes,12,Yes,,,,Yes,,
28148,8/29/22,Main Street Bank,Electronic,Yes,1,,,,Yes,,,
28165,8/30/22,Exchange Bank,Electronic,Yes,1,Yes,,,,Yes,,
28164,8/30/22,Fulton Financial Corporation,Electronic,,43,Yes,Yes,,,Yes,,
28163,8/30/22,"Hand & Tanner Financial Group, Inc.",Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
28161,8/30/22,Northern Trust Company,Electronic,,157,,Yes,,,Yes,,
28160,8/30/22,"Griffin Fletcher & Herndon LLP and Lawyers Title of Cincinnati, Inc.",Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
28159,8/30/22,"TIAA, FSB",Electronic,Yes,3,Yes,,,,Yes,,
28158,8/30/22,"Insurance Applications Group, Inc.",Electronic,Yes,2,Yes,,,,Yes,,
28144,8/30/22,Rockland Trust,Paper,Yes,1,,,,,Yes,,
28168,8/31/22,Schiffman's Jewelers,Electronic,Yes,2,Yes,Yes,,,Yes,,
28167,8/31/22,The Lincoln National Life Insurance Company,Electronic,Yes,1,Yes,,Yes,,Yes,,
28166,8/31/22,"Joissu, Inc.",Electronic,,50,,,,Yes,,,
28162,8/31/22,"Black Knight, Inc.",Electronic,,1,Yes,,,,Yes,,
28177,9/1/22,Total Fire Protection,Electronic,Yes,2,,Yes,,,Yes,,
28176,9/1/22,Ancora Holdings LLC,Electronic,Yes,20,,Yes,,,Yes,,
28175,9/1/22,Grellas Shah LLP,Electronic,Yes,22,Yes,Yes,Yes,Yes,Yes,,
28174,9/1/22,San Francisco 49ers,Electronic,Yes,90,Yes,Yes,Yes,,Yes,,
28173,9/1/22,Vermont Nut Free Chocolates,Electronic,,2686,,,,Yes,,,
28172,9/1/22,"Radiant Logistics, Inc.",Electronic,Yes,10,Yes,Yes,Yes,Yes,Yes,,
28171,9/1/22,"Midway Importing, Inc.",Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
28170,9/1/22,Ellington Management Group LLC,Electronic,Yes,61,Yes,Yes,,Yes,Yes,,
28169,9/1/22,"MMA Operations, Inc.",Electronic,Yes,201,Yes,Yes,Yes,Yes,Yes,,
28192,9/2/22,Jackson National Life Insurance Company,Paper,Yes,1,,Yes,,,,,
28191,9/2/22,"Lincoln Retirement Services Company, LLC",Electronic,Yes,2,Yes,,,,Yes,,
28190,9/2/22,"CWS Apartment Homes, LLC",Both,Yes,1,Yes,Yes,Yes,,Yes,,Yes
28189,9/2/22,"Center for Living & Working, Inc.",Paper,Yes,1,,,,,Yes,,
28188,9/2/22,Teamsters Local 945 Benefit Funds,Electronic,Yes,14,Yes,,,,Yes,,
28187,9/2/22,"CBC Group, Inc.",Electronic,Yes,63,Yes,Yes,Yes,,Yes,,
28183,9/2/22,Gateway Diagnostic Imaging,Electronic,Yes,1,Yes,,,,Yes,,
28182,9/2/22,"Ferran Services & Contracting, Inc.",Electronic,Yes,2,Yes,,Yes,,Yes,,
28181,9/2/22,McLean Hospital,Electronic,Yes,1,Yes,,,,Yes,,
28180,9/2/22,"Genesis Health Care, Inc.",Electronic,,1,Yes,,,,Yes,,
28179,9/2/22,"Allied-Locke Industries, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
28178,9/2/22,Legacy Supply Chain,Electronic,Yes,34,Yes,,,,Yes,,
28186,9/3/22,"The New York Racing Association, Inc.",Electronic,Yes,3,Yes,,Yes,,Yes,,
28200,9/6/22,Napa Valley College,Electronic,Yes,12,Yes,,,,Yes,,
28199,9/6/22,"Montrose Environmental Group, Inc.",Electronic,Yes,3,Yes,,,Yes,Yes,,
28198,9/6/22,Sherman & Howard L.L.C.,Electronic,Yes,6,Yes,,,,Yes,,
28197,9/6/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
28196,9/6/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
28195,9/6/22,Main Street Bank,Electronic,,2,,,,Yes,,,
28194,9/6/22,NORTH CAROLINA BOARD OF PHYSICAL THERAPY EXAMINERS,Electronic,Yes,285,Yes,,,,Yes,,
28193,9/6/22,Salem Five Cents Savings Bank,Electronic,,9,,,,Yes,,,
28185,9/6/22,The Village Bank,Electronic,,2,,,,Yes,,,
28184,9/6/22,The Village Bank,Electronic,,2,,,,Yes,,,
28211,9/7/22,Discover Financial Services,Paper,,2,Yes,,,,Yes,,
28210,9/7/22,SAVERS BANK,Electronic,,1,,,,Yes,,,
28209,9/7/22,South Shore Bank,Electronic,Yes,2,,Yes,,,Yes,,
28208,9/7/22,"Kenneth M. Gerstein, CPA, MST, LLC",Electronic,,34,Yes,Yes,,,Yes,,
28207,9/7/22,"Jonathan S. Resnick, CPA",Electronic,Yes,1,Yes,Yes,,,Yes,,
28206,9/8/22,Massachusetts State Lottery Commission,Electronic,Yes,1,,,Yes,,,,
