,Breach Type Description_Both,Breach Type Description_Electronic,Breach Type Description_Paper,Breach Type Description_Undefined,Date Reported To OCA,Organization Name,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen,Organization Categories
239,0.0,1.0,0.0,0.0,2008-07-02,Rockland Trust Company,False,32.0,False,False,False,True,False,False,False,Corporation
240,0.0,0.0,1.0,0.0,2008-07-02,Rockland Trust Company,False,1.0,False,False,False,True,False,False,False,Corporation
241,0.0,0.0,1.0,0.0,2008-07-02,Rockland Trust Company,False,41.0,False,False,False,True,False,False,False,Corporation
242,0.0,1.0,0.0,0.0,2008-07-02,Rockland Trust Company,False,4.0,False,False,False,True,False,False,False,Corporation
243,0.0,1.0,0.0,0.0,2008-07-02,Rockland Trust Company,False,20.0,False,False,False,True,False,False,False,Corporation
244,0.0,1.0,0.0,0.0,2008-07-02,Rockland Trust Company,False,4.0,False,False,False,True,False,False,False,Corporation
245,0.0,1.0,0.0,0.0,2008-07-02,Rockland Trust Company,False,38.0,False,False,False,True,False,False,False,Corporation
246,0.0,1.0,0.0,0.0,2008-07-02,Rockland Trust Company,False,9.0,False,False,False,True,False,False,False,Corporation
247,0.0,1.0,0.0,0.0,2008-07-02,Rockland Trust Company,False,1.0,False,False,False,True,False,False,False,Corporation
248,0.0,1.0,0.0,0.0,2008-07-02,Rockland Trust Company,False,1.0,False,False,False,True,False,False,False,Corporation
249,0.0,1.0,0.0,0.0,2008-07-02,Rockland Trust Company,False,1.0,False,False,False,True,False,False,False,Corporation
250,0.0,1.0,0.0,0.0,2008-07-02,Rockland Trust Company,False,1.0,False,False,False,True,False,False,False,Corporation
252,0.0,1.0,0.0,0.0,2008-07-07,"Fischbach, LLC",False,2.0,True,False,False,False,True,False,True,Corporation
253,0.0,1.0,0.0,0.0,2008-07-07,"Direct Marketing Services, Inc.",False,41.0,False,False,False,True,True,False,False,Finance
254,0.0,1.0,0.0,0.0,2008-07-07,Fremont Group,False,1.0,True,False,False,False,True,False,True,Other
256,0.0,1.0,0.0,0.0,2008-07-07,Vanguard,False,1.0,False,True,False,False,False,False,False,Finance
257,0.0,1.0,0.0,0.0,2008-07-08,New England Baptist Hospital,False,10.0,False,True,False,False,True,False,False,Other
258,0.0,1.0,0.0,0.0,2008-07-09,Bowdoin College,False,41.0,True,False,False,False,False,False,False,Corporation
259,0.0,1.0,0.0,0.0,2008-07-11,Willis Group Holdings Limited,False,41.0,True,True,False,False,True,False,True,Corporation
260,0.0,0.0,1.0,0.0,2008-07-14,Stanadyne Corporation,False,41.0,True,False,False,False,True,False,True,Corporation
261,0.0,1.0,0.0,0.0,2008-07-14,Oakland University,False,2.0,True,False,False,False,True,False,True,Other
262,0.0,1.0,0.0,0.0,2008-07-14,Bristol-Myers Squibb Company,False,41.0,True,False,False,False,True,False,True,Corporation
263,0.0,0.0,1.0,0.0,2008-07-14,"R.H.Donnelley, Inc.",False,41.0,True,False,False,False,True,False,True,Corporation
264,0.0,1.0,0.0,0.0,2008-07-14,"Gilead Sciences, Inc.",False,38.0,True,False,False,False,True,False,True,Technology
265,0.0,1.0,0.0,0.0,2008-07-15,Heinemann-Raintree Publishers,False,41.0,False,False,False,True,False,False,False,Other
266,0.0,1.0,0.0,0.0,2008-07-15,Rockland Trust Company,False,38.0,False,False,False,True,False,False,False,Corporation
267,1.0,0.0,0.0,0.0,2008-07-15,Rockland Trust Company,False,1.0,False,False,False,True,False,False,False,Corporation
268,0.0,1.0,0.0,0.0,2008-07-15,Rockland Trust Company,False,1.0,False,False,False,True,False,False,False,Corporation
269,0.0,1.0,0.0,0.0,2008-07-17,Honeywell International Inc.,False,2.0,False,True,False,False,True,False,False,Corporation
270,0.0,1.0,0.0,0.0,2008-07-17,"Integrated Device Technology, Inc.",False,41.0,True,False,False,False,True,False,True,Technology
271,0.0,0.0,1.0,0.0,2008-07-17,"24 Hour Fitness USA, Inc.",False,23.0,True,False,False,False,True,False,True,Corporation
272,0.0,0.0,1.0,0.0,2008-07-17,"Exponent, Inc.",False,41.0,True,False,False,False,True,False,True,Technology
273,0.0,1.0,0.0,0.0,2008-07-21,TeleAtlas,False,41.0,True,False,False,False,True,False,True,Technology
274,0.0,1.0,0.0,0.0,2008-07-21,The Commonwealth of MA - Health Insurance Connector Authority,False,1.0,True,False,False,False,False,False,False,Healthcare
275,0.0,0.0,1.0,0.0,2008-07-21,Rockland Trust Company,False,1.0,False,False,False,True,False,False,False,Corporation
276,0.0,1.0,0.0,0.0,2008-07-22,Beth Israel Deaconess Health Care,False,22.0,False,True,False,False,False,False,False,Technology
277,0.0,0.0,1.0,0.0,2008-07-25,Anheuser Busch,False,41.0,True,False,False,False,True,True,True,Other
278,1.0,0.0,0.0,0.0,2008-07-25,LPL Financial Corporation,False,3.0,True,True,False,False,True,False,True,Healthcare
279,0.0,0.0,1.0,0.0,2008-07-25,Bank of America,False,41.0,True,False,False,False,True,False,False,Technology
280,0.0,0.0,1.0,0.0,2008-07-28,"Kana Software, Inc.",False,41.0,True,False,False,False,False,False,True,Technology
281,0.0,0.0,1.0,0.0,2008-07-28,Colt Express Outsourcing Services Inc.,False,10.0,True,False,False,False,True,False,True,Corporation
282,0.0,0.0,1.0,0.0,2008-07-28,Macro International Inc.,False,9.0,True,False,False,False,True,False,False,Corporation
283,0.0,1.0,0.0,0.0,2008-07-28,Huron Consulting Group,False,41.0,True,True,False,False,True,False,False,Finance
284,0.0,0.0,1.0,0.0,2008-07-29,HSBC Auto Finance Inc.,False,15.0,True,True,False,False,True,False,False,Finance
285,0.0,1.0,0.0,0.0,2008-07-29,The Walt Disney Company,False,41.0,True,True,False,False,True,False,True,Corporation
286,0.0,1.0,0.0,0.0,2008-07-30,Boston Medical Center HealthNet Plan,False,3.0,True,False,False,False,True,False,True,Technology
287,0.0,0.0,0.0,1.0,2008-07-30,"Franklin Templeton Investor Services, LLC",False,1.0,True,True,False,False,False,False,False,Finance
288,0.0,1.0,0.0,0.0,2008-07-30,Bank of New York Mellon,False,30.0,True,False,False,False,False,False,False,Finance
289,0.0,1.0,0.0,0.0,2008-07-31,Northeastern University,False,41.0,True,False,False,False,False,False,False,Other
290,0.0,1.0,0.0,0.0,2008-07-31,New York Life Insurance Company,False,41.0,True,True,False,False,True,False,False,Finance
291,0.0,1.0,0.0,0.0,2008-07-31,Rockland Trust Company,False,1.0,True,True,False,True,False,False,False,Corporation
292,0.0,1.0,0.0,0.0,2008-08-01,Wells Fargo,False,41.0,True,False,True,True,True,False,False,Finance
294,0.0,1.0,0.0,0.0,2008-08-05,Alaska Airlines,False,2.0,False,True,False,True,False,False,False,Other
295,0.0,1.0,0.0,0.0,2008-08-07,Northeastern University,False,7.0,True,True,False,False,False,False,False,Other
297,0.0,1.0,0.0,0.0,2008-08-08,Jackson National Life Insurance Company,True,1.0,False,True,False,False,False,False,False,Finance
298,0.0,1.0,0.0,0.0,2008-08-11,GMAC Mortgage,False,2.0,False,True,False,False,True,False,False,Finance
299,0.0,1.0,0.0,0.0,2008-08-11,GMAC Ditech,False,2.0,True,True,False,True,True,False,False,Technology
300,0.0,1.0,0.0,0.0,2008-08-11,Blue Cross Blue Shield of Georgia,False,13.0,True,False,False,False,False,False,False,Finance
301,0.0,1.0,0.0,0.0,2008-08-11,Charter Communications,False,41.0,True,False,True,False,True,False,True,Technology
302,1.0,0.0,0.0,0.0,2008-08-12,Vanguard,False,1.0,False,True,False,False,False,False,False,Finance
303,0.0,0.0,0.0,1.0,2008-08-12,USAA Brokerage Services,False,1.0,True,True,False,False,False,False,True,Finance
304,0.0,1.0,0.0,0.0,2008-08-12,Goldman Sachs & Co.,False,41.0,True,True,False,False,False,False,True,Corporation
305,0.0,1.0,0.0,0.0,2008-08-12,Countrywide,True,3.0,True,False,False,False,True,False,False,Corporation
306,0.0,0.0,1.0,0.0,2008-08-12,The Hartford,False,8.0,True,True,False,False,True,False,False,Finance
307,0.0,1.0,0.0,0.0,2008-08-14,Rockland Trust Company,False,10.0,False,False,False,True,False,False,False,Corporation
308,0.0,1.0,0.0,0.0,2008-08-14,Rockland Trust Company,False,2.0,False,False,False,True,False,False,False,Corporation
309,0.0,1.0,0.0,0.0,2008-08-14,Rockland Trust Company,False,6.0,False,False,False,True,False,False,False,Corporation
310,0.0,1.0,0.0,0.0,2008-08-14,The Commonwealth of MA - DOR,False,4.0,True,False,False,False,False,False,False,Corporation
311,0.0,1.0,0.0,0.0,2008-08-14,The Commonwealth of MA - DOR,False,4.0,True,False,False,False,False,False,False,Corporation
312,0.0,0.0,1.0,0.0,2008-08-14,The Commonwealth of MA - DOR,False,2.0,True,False,False,False,False,False,False,Corporation
313,0.0,1.0,0.0,0.0,2008-08-14,The Commonwealth of MA - DOR,False,1.0,True,False,False,False,False,False,False,Corporation
314,0.0,1.0,0.0,0.0,2008-08-14,The Commonwealth of MA - DOR,False,2.0,True,False,False,False,False,False,False,Corporation
315,0.0,1.0,0.0,0.0,2008-08-14,The Commonwealth of MA - DOR,False,1.0,True,False,False,False,False,False,False,Corporation
316,0.0,1.0,0.0,0.0,2008-08-19,Centillium Communications,False,4.0,True,False,False,False,False,False,True,Technology
317,0.0,1.0,0.0,0.0,2008-08-20,InterActive Financial Marketing Group,False,41.0,True,False,False,False,True,False,False,Healthcare
318,0.0,1.0,0.0,0.0,2008-08-21,Sheridan State Bank,False,8.0,True,True,False,False,True,False,True,Finance
319,0.0,1.0,0.0,0.0,2008-08-21,First State Bank of Pinedale,False,4.0,True,True,False,False,True,False,True,Finance
320,0.0,1.0,0.0,0.0,2008-08-21,Pine Manor College,False,2.0,True,False,False,False,True,False,False,Corporation
321,0.0,1.0,0.0,0.0,2008-08-21,First State Bank of Pinedale,False,4.0,True,True,False,False,True,False,False,Finance
322,0.0,0.0,1.0,0.0,2008-08-25,Union Standard,False,2.0,True,False,True,False,False,False,True,Corporation
323,0.0,1.0,0.0,0.0,2008-08-25,The College Board,False,4.0,True,False,False,False,True,False,True,Corporation
324,0.0,0.0,1.0,0.0,2008-08-28,The Commonwealth of MA - DOR,False,1.0,False,False,False,False,False,False,False,Corporation
325,0.0,1.0,0.0,0.0,2008-08-28,Bill Dube Hyundai,False,41.0,True,True,False,False,False,False,True,Other
326,0.0,1.0,0.0,0.0,2008-08-28,United Bank of Idaho,False,3.0,True,True,False,False,True,False,True,Finance
327,0.0,1.0,0.0,0.0,2008-08-28,Jackson State Bank & Trust,False,41.0,True,True,False,False,True,False,True,Finance
328,0.0,1.0,0.0,0.0,2008-08-28,"Nye Lubricants, Inc",False,41.0,True,False,False,False,True,False,False,Technology
329,0.0,1.0,0.0,0.0,2008-08-28,Massachusetts Mutual Life Insurance Company,False,7.0,False,True,False,False,False,False,False,Finance
331,0.0,0.0,0.0,1.0,2008-09-02,Aetna,False,9.0,True,False,False,False,True,False,False,Finance
332,0.0,0.0,1.0,0.0,2008-09-02,Shoshone First Bank,False,21.0,True,False,False,False,True,False,True,Finance
333,0.0,1.0,0.0,0.0,2008-09-04,"Bear, Stearns Securities Corp",False,3.0,False,True,False,False,True,False,False,Finance
334,0.0,1.0,0.0,0.0,2008-09-04,Fresenius Medical Care,False,1.0,True,True,False,False,True,False,True,Technology
335,0.0,1.0,0.0,0.0,2008-09-04,Boston Private Bank & Trust Company,False,13.0,False,True,False,False,False,False,False,Finance
336,0.0,1.0,0.0,0.0,2008-09-04,Rochester Institute of Technology,False,41.0,True,False,False,False,False,False,True,Technology
337,0.0,1.0,0.0,0.0,2008-09-08,Massachusetts Teachers Association,False,41.0,True,False,False,False,False,False,False,Other
338,0.0,1.0,0.0,0.0,2008-09-08,"U.S. Foodservice, Inc.",False,41.0,True,False,False,False,True,False,True,Corporation
339,0.0,1.0,0.0,0.0,2008-09-08,Franklin Savings,False,4.0,True,True,False,False,False,False,False,Finance
340,0.0,1.0,0.0,0.0,2008-09-11,UBS Financial Services Inc.,False,41.0,True,False,False,False,False,False,False,Healthcare
341,0.0,0.0,1.0,0.0,2008-09-11,Vanguard,False,1.0,True,True,False,False,False,False,False,Finance
342,0.0,1.0,0.0,0.0,2008-09-11,Countrywide Home Loans,False,41.0,True,True,False,False,True,False,False,Corporation
343,0.0,0.0,1.0,0.0,2008-09-15,Vanguard,False,2.0,False,True,False,False,False,False,False,Finance
345,0.0,1.0,0.0,0.0,2008-09-16,Bank of NY Mellon Shareowner Services,False,41.0,True,True,False,False,False,False,True,Finance
347,0.0,1.0,0.0,0.0,2008-09-22,The Commonwealth of MA - DOR,False,3.0,True,False,False,False,False,False,False,Corporation
348,0.0,1.0,0.0,0.0,2008-09-22,Massachusetts Mutual Life Insurance Company,False,22.0,False,True,False,False,False,False,False,Finance
349,0.0,0.0,0.0,1.0,2008-09-22,Gloria Jean's Coffees,False,12.0,False,False,False,True,False,False,False,Corporation
350,0.0,1.0,0.0,0.0,2008-09-23,PSS World Medical,False,41.0,True,False,True,False,False,False,False,Technology
351,0.0,1.0,0.0,0.0,2008-09-23,"Citizens Financial Group, Inc.",False,2.0,True,True,False,False,True,False,False,Healthcare
352,0.0,0.0,1.0,0.0,2008-09-23,"Citizens Financial Group, Inc.",False,1.0,False,True,False,False,True,False,False,Healthcare
353,0.0,1.0,0.0,0.0,2008-09-23,"Ameriprise Financial Services, Inc.",False,1.0,True,True,False,False,True,False,False,Healthcare
354,0.0,0.0,1.0,0.0,2008-09-24,Intuit,False,41.0,True,True,False,False,True,False,True,Other
355,0.0,0.0,1.0,0.0,2008-09-24,Rockland Trust Company,False,1.0,False,False,False,True,False,False,False,Corporation
356,0.0,0.0,1.0,0.0,2008-09-24,Rockland Trust Company,False,8.0,False,False,False,True,False,False,False,Corporation
357,0.0,0.0,1.0,0.0,2008-09-24,Rockland Trust Company,False,1.0,False,False,False,True,False,False,False,Corporation
358,0.0,0.0,1.0,0.0,2008-09-26,Orbitz Worldwide,False,1.0,True,False,False,False,True,False,True,Corporation
359,0.0,1.0,0.0,0.0,2008-09-29,"City of Coral Springs, FL",False,41.0,True,False,True,False,False,False,False,Corporation
360,0.0,0.0,1.0,0.0,2008-09-29,Vanguard,False,1.0,False,True,False,False,False,False,False,Finance
361,0.0,0.0,1.0,0.0,2008-09-29,NiSource-Bay State Gas Company,False,10.0,False,False,False,False,False,False,False,Corporation
362,0.0,1.0,0.0,0.0,2008-09-30,"Allsup, Inc.",False,1.0,True,False,False,False,True,False,False,Finance
363,0.0,1.0,0.0,0.0,2008-09-30,"AmeriCredit Financial Services, Inc.",False,21.0,True,True,False,True,True,False,False,Healthcare
364,0.0,1.0,0.0,0.0,2008-09-30,Swansea Dental Associates,False,41.0,False,False,False,True,False,False,False,Healthcare
365,0.0,1.0,0.0,0.0,2008-10-01,The Commonwealth of MA - DOR,False,1.0,True,False,False,False,False,False,False,Corporation
366,0.0,1.0,0.0,0.0,2008-10-02,CollegeNet,False,11.0,True,False,True,False,False,False,True,Technology
367,0.0,1.0,0.0,0.0,2008-10-09,U. North Dakota Alumni Foundation,False,41.0,True,False,False,False,False,True,True,Corporation
369,0.0,0.0,1.0,0.0,2008-10-14,Wyndham Hotels & resports,False,41.0,False,False,False,True,False,False,False,Other
370,0.0,0.0,1.0,0.0,2008-10-14,The Commonwealth of MA - DOR,False,2.0,True,False,False,False,False,False,False,Corporation
371,0.0,1.0,0.0,0.0,2008-10-14,The Commonwealth of MA - DOR,False,1.0,False,False,False,False,False,False,False,Corporation
372,0.0,1.0,0.0,0.0,2008-10-14,"SGS North America, Inc.",False,27.0,True,False,False,False,True,False,True,Technology
374,0.0,1.0,0.0,0.0,2008-10-14,CIGNA HealthCare,False,3.0,True,False,False,False,True,False,True,Technology
375,0.0,0.0,1.0,0.0,2008-10-14,Vanguard,False,2.0,False,True,False,False,False,False,False,Finance
376,0.0,1.0,0.0,0.0,2008-10-17,"Cole National Group, Inc.",False,41.0,True,False,False,False,True,False,False,Corporation
377,0.0,1.0,0.0,0.0,2008-10-20,USAA Investment Management Company,False,6.0,False,True,False,False,False,False,False,Finance
378,0.0,1.0,0.0,0.0,2008-10-20,Fidelity Investments,False,1.0,True,False,False,False,True,False,False,Finance
379,0.0,0.0,1.0,0.0,2008-10-20,The Commonwealth of MA - DOR,False,3.0,True,False,False,False,False,False,False,Corporation
380,1.0,0.0,0.0,0.0,2008-10-22,Vanguard,False,1.0,True,True,False,False,False,False,False,Finance
382,0.0,1.0,0.0,0.0,2008-10-23,New England Rehabilitation Hospital,False,20.0,False,True,False,True,False,False,False,Other
383,0.0,1.0,0.0,0.0,2008-10-23,"Pattern Recognition Management, Inc.",False,1.0,False,False,False,False,True,False,True,Corporation
384,0.0,1.0,0.0,0.0,2008-10-27,Vanguard,False,1.0,False,True,False,False,False,False,False,Finance
385,0.0,1.0,0.0,0.0,2008-10-29,UMass Memorial Medical Center,False,5.0,False,True,False,False,False,False,False,Technology
386,0.0,0.0,0.0,1.0,2008-10-29,Merrill Lynch,False,41.0,True,True,False,False,True,False,True,Finance
387,0.0,1.0,0.0,0.0,2008-10-30,The Proctor & Gamble Company,False,1.0,False,False,False,True,False,False,False,Corporation
388,0.0,1.0,0.0,0.0,2008-10-30,The Commonwealth of MA - DOR,False,3.0,True,False,False,False,False,False,False,Corporation
389,0.0,0.0,1.0,0.0,2008-10-30,Clarendon National Insurance Company,False,41.0,True,False,False,False,False,False,True,Finance
390,0.0,0.0,1.0,0.0,2008-11-03,schematic,False,15.0,True,False,False,False,True,False,True,Other
391,0.0,1.0,0.0,0.0,2008-11-03,Howland Capital Management,False,41.0,True,True,False,False,True,False,True,Technology
392,0.0,1.0,0.0,0.0,2008-11-03,Express Scripts,False,41.0,True,False,False,False,True,False,False,Healthcare
393,0.0,1.0,0.0,0.0,2008-11-03,Rehabilitation Hospital of the Cape & Islands,False,26.0,False,True,False,True,False,False,False,Technology
394,0.0,0.0,0.0,1.0,2008-11-04,Arthur Bell Certified Public Accountants,False,1.0,True,False,False,False,True,False,False,Corporation
395,0.0,1.0,0.0,0.0,2008-11-05,Harvard University - Law School,False,41.0,True,True,False,False,True,False,True,Other
396,0.0,1.0,0.0,0.0,2008-11-05,National Association of Chain Drug Stores Foundation,False,24.0,True,False,False,False,False,False,False,Healthcare
397,0.0,1.0,0.0,0.0,2008-11-06,Wells Real Estate Funds,False,41.0,True,True,False,False,True,False,True,Finance
398,0.0,1.0,0.0,0.0,2008-11-06,Brigham and Women's Hospital,False,3.0,False,True,False,False,False,False,False,Other
400,0.0,1.0,0.0,0.0,2008-11-07,Shaughnessy-Kaplan Rehabilitation Hospital,False,2.0,True,True,False,False,False,False,False,Other
401,0.0,1.0,0.0,0.0,2008-11-10,The Commonwealth of MA - DOR,False,4.0,True,False,False,False,False,False,False,Corporation
402,0.0,1.0,0.0,0.0,2008-11-10,The Commonwealth of MA - DOR,False,6.0,True,False,False,False,False,False,False,Corporation
403,0.0,1.0,0.0,0.0,2008-11-10,The Commonwealth of MA - DOR,False,4.0,True,False,False,False,False,False,False,Corporation
404,0.0,1.0,0.0,0.0,2008-11-10,The Commonwealth of MA - DOR,False,2.0,True,False,False,False,False,False,False,Corporation
405,0.0,1.0,0.0,0.0,2008-11-12,"Citizens Financial Group, Inc.",False,6.0,False,True,False,False,True,False,False,Healthcare
406,0.0,1.0,0.0,0.0,2008-11-17,Symantec Corporation,False,1.0,True,False,False,False,True,False,True,Technology
407,0.0,0.0,1.0,0.0,2008-11-17,The Nielsen Company,False,34.0,True,False,False,False,True,False,True,Technology
408,0.0,1.0,0.0,0.0,2008-11-17,"DaVita, Inc.",False,25.0,True,False,False,False,False,False,True,Healthcare
409,0.0,1.0,0.0,0.0,2008-11-17,GMAC Mortgage LLC,False,14.0,False,True,False,False,False,False,False,Finance
410,0.0,1.0,0.0,0.0,2008-11-17,The Commonwealth of MA - DOR,False,1.0,True,False,False,False,False,False,False,Corporation
