,Breach Type Description_Both,Breach Type Description_Electronic,Breach Type Description_Paper,Breach Type Description_Undefined,Organization Categories_Corporation,"Organization Categories_Corporation, State Institution",Organization Categories_Financial,"Organization Categories_Financial, Corporation","Organization Categories_Financial, Corporation, State Institution","Organization Categories_Financial, Health","Organization Categories_Financial, Health, Corporation","Organization Categories_Financial, State Institution",Organization Categories_Health,"Organization Categories_Health, Corporation","Organization Categories_Health, State Institution",Organization Categories_Other,Organization Categories_State Institution,Date Reported To OCA,Organization Name,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
203,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-06-09,"Credit Bureau of Traverse City, Inc.",False,2.0,True,False,False,True,True,False,False
204,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-06-09,Vanguard,False,2.0,True,True,False,False,False,False,False
206,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-06-10,Sungard Availability Services (SAS),False,1.0,True,False,False,False,True,False,True
207,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-06-13,Moravian College,False,10.0,True,False,False,False,True,False,True
209,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2008-06-16,Quixtar Inc.,False,3.0,False,False,False,False,False,False,False
211,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-06-18,TomTom Inc.,False,1.0,False,True,False,False,False,False,False
212,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-06-18,"Highland Capital Brokerage, Inc.",False,2.0,True,False,False,False,False,False,False
213,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-06-19,"Ebara Technologies, Inc",False,23.0,True,True,False,False,False,False,True
217,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-06-20,"Allstate Financial Services, LLC",False,10.0,True,True,False,False,True,False,False
218,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-06-23,"Citizens Financial Group, Inc.",False,9.0,False,False,False,False,True,False,False
219,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-06-23,Massachusetts Mutual Life Insurance Company,False,5.0,True,False,False,False,True,False,True
222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-06-23,Citizens Bank,False,9.0,False,False,False,False,True,False,False
225,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2008-06-25,Heald College,False,2.0,True,False,False,False,False,False,True
226,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-06-26,St. Vincent's Hospital Vanguard Health Systems,False,2.0,False,False,False,False,True,False,False
227,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-06-26,Nielsen Mobile,False,8.0,True,False,False,False,False,False,True
230,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-06-26,Vanguard Health Systems,False,2.0,False,False,False,False,True,False,False
235,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-07-02,Houghton Mifflin Harcourt,False,11.0,True,False,False,False,True,False,False
236,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-07-02,Rockland Trust Company,False,2.0,False,False,False,True,False,False,False
237,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-07-02,Rockland Trust Company,False,2.0,False,False,False,True,False,False,False
238,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-07-02,Rockland Trust Company,False,2.0,False,False,False,True,False,False,False
239,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2008-07-02,Rockland Trust Company,False,32.0,False,False,False,True,False,False,False
240,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-07-02,Rockland Trust Company,False,1.0,False,False,False,True,False,False,False
242,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2008-07-02,Rockland Trust Company,False,4.0,False,False,False,True,False,False,False
243,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-07-02,Rockland Trust Company,False,20.0,False,False,False,True,False,False,False
244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-07-02,Rockland Trust Company,False,4.0,False,False,False,True,False,False,False
245,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-07-02,Rockland Trust Company,False,38.0,False,False,False,True,False,False,False
246,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-07-02,Rockland Trust Company,False,9.0,False,False,False,True,False,False,False
247,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2008-07-02,Rockland Trust Company,False,1.0,False,False,False,True,False,False,False
248,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-07-02,Rockland Trust Company,False,1.0,False,False,False,True,False,False,False
249,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-07-02,Rockland Trust Company,False,1.0,False,False,False,True,False,False,False
250,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2008-07-02,Rockland Trust Company,False,1.0,False,False,False,True,False,False,False
252,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-07-07,"Fischbach, LLC",False,2.0,True,False,False,False,True,False,True
254,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-07-07,Fremont Group,False,1.0,True,False,False,False,True,False,True
256,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-07-07,Vanguard,False,1.0,False,True,False,False,False,False,False
257,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-07-08,New England Baptist Hospital,False,10.0,False,True,False,False,True,False,False
261,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-07-14,Oakland University,False,2.0,True,False,False,False,True,False,True
264,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-07-14,"Gilead Sciences, Inc.",False,38.0,True,False,False,False,True,False,True
266,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-07-15,Rockland Trust Company,False,38.0,False,False,False,True,False,False,False
267,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-07-15,Rockland Trust Company,False,1.0,False,False,False,True,False,False,False
268,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-07-15,Rockland Trust Company,False,1.0,False,False,False,True,False,False,False
269,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-07-17,Honeywell International Inc.,False,2.0,False,True,False,False,True,False,False
271,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-07-17,"24 Hour Fitness USA, Inc.",False,23.0,True,False,False,False,True,False,True
274,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2008-07-21,The Commonwealth of MA - Health Insurance Connector Authority,False,1.0,True,False,False,False,False,False,False
275,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-07-21,Rockland Trust Company,False,1.0,False,False,False,True,False,False,False
276,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2008-07-22,Beth Israel Deaconess Health Care,False,22.0,False,True,False,False,False,False,False
278,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-07-25,LPL Financial Corporation,False,3.0,True,True,False,False,True,False,True
281,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-07-28,Colt Express Outsourcing Services Inc.,False,10.0,True,False,False,False,True,False,True
282,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-07-28,Macro International Inc.,False,9.0,True,False,False,False,True,False,False
284,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-07-29,HSBC Auto Finance Inc.,False,15.0,True,True,False,False,True,False,False
286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-07-30,Boston Medical Center HealthNet Plan,False,3.0,True,False,False,False,True,False,True
287,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-07-30,"Franklin Templeton Investor Services, LLC",False,1.0,True,True,False,False,False,False,False
288,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-07-30,Bank of New York Mellon,False,30.0,True,False,False,False,False,False,False
290,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2008-07-31,New York Life Insurance Company,False,41.0,True,True,False,False,True,False,False
291,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-07-31,Rockland Trust Company,False,1.0,True,True,False,True,False,False,False
294,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-08-05,Alaska Airlines,False,2.0,False,True,False,True,False,False,False
295,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-08-07,Northeastern University,False,7.0,True,True,False,False,False,False,False
297,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-08-08,Jackson National Life Insurance Company,True,1.0,False,True,False,False,False,False,False
298,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-08-11,GMAC Mortgage,False,2.0,False,True,False,False,True,False,False
299,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2008-08-11,GMAC Ditech,False,2.0,True,True,False,True,True,False,False
300,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-08-11,Blue Cross Blue Shield of Georgia,False,13.0,True,False,False,False,False,False,False
302,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-08-12,Vanguard,False,1.0,False,True,False,False,False,False,False
303,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-08-12,USAA Brokerage Services,False,1.0,True,True,False,False,False,False,True
305,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-08-12,Countrywide,True,3.0,True,False,False,False,True,False,False
306,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2008-08-12,The Hartford,False,8.0,True,True,False,False,True,False,False
307,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-08-14,Rockland Trust Company,False,10.0,False,False,False,True,False,False,False
308,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-08-14,Rockland Trust Company,False,2.0,False,False,False,True,False,False,False
309,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-08-14,Rockland Trust Company,False,6.0,False,False,False,True,False,False,False
310,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-08-14,The Commonwealth of MA - DOR,False,4.0,True,False,False,False,False,False,False
311,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-08-14,The Commonwealth of MA - DOR,False,4.0,True,False,False,False,False,False,False
312,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-08-14,The Commonwealth of MA - DOR,False,2.0,True,False,False,False,False,False,False
313,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-08-14,The Commonwealth of MA - DOR,False,1.0,True,False,False,False,False,False,False
314,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-08-14,The Commonwealth of MA - DOR,False,2.0,True,False,False,False,False,False,False
315,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-08-14,The Commonwealth of MA - DOR,False,1.0,True,False,False,False,False,False,False
316,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-08-19,Centillium Communications,False,4.0,True,False,False,False,False,False,True
318,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-08-21,Sheridan State Bank,False,8.0,True,True,False,False,True,False,True
319,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-08-21,First State Bank of Pinedale,False,4.0,True,True,False,False,True,False,True
320,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-08-21,Pine Manor College,False,2.0,True,False,False,False,True,False,False
321,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-08-21,First State Bank of Pinedale,False,4.0,True,True,False,False,True,False,False
322,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-08-25,Union Standard,False,2.0,True,False,True,False,False,False,True
323,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-08-25,The College Board,False,4.0,True,False,False,False,True,False,True
324,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2008-08-28,The Commonwealth of MA - DOR,False,1.0,False,False,False,False,False,False,False
326,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-08-28,United Bank of Idaho,False,3.0,True,True,False,False,True,False,True
329,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-08-28,Massachusetts Mutual Life Insurance Company,False,7.0,False,True,False,False,False,False,False
331,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-09-02,Aetna,False,9.0,True,False,False,False,True,False,False
332,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-09-02,Shoshone First Bank,False,21.0,True,False,False,False,True,False,True
333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-09-04,"Bear, Stearns Securities Corp",False,3.0,False,True,False,False,True,False,False
334,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-09-04,Fresenius Medical Care,False,1.0,True,True,False,False,True,False,True
335,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-09-04,Boston Private Bank & Trust Company,False,13.0,False,True,False,False,False,False,False
339,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-09-08,Franklin Savings,False,4.0,True,True,False,False,False,False,False
341,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-09-11,Vanguard,False,1.0,True,True,False,False,False,False,False
343,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-09-15,Vanguard,False,2.0,False,True,False,False,False,False,False
347,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-09-22,The Commonwealth of MA - DOR,False,3.0,True,False,False,False,False,False,False
348,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2008-09-22,Massachusetts Mutual Life Insurance Company,False,22.0,False,True,False,False,False,False,False
349,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-09-22,Gloria Jean's Coffees,False,12.0,False,False,False,True,False,False,False
351,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-09-23,"Citizens Financial Group, Inc.",False,2.0,True,True,False,False,True,False,False
352,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-09-23,"Citizens Financial Group, Inc.",False,1.0,False,True,False,False,True,False,False
353,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-09-23,"Ameriprise Financial Services, Inc.",False,1.0,True,True,False,False,True,False,False
355,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-09-24,Rockland Trust Company,False,1.0,False,False,False,True,False,False,False
356,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-09-24,Rockland Trust Company,False,8.0,False,False,False,True,False,False,False
357,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-09-24,Rockland Trust Company,False,1.0,False,False,False,True,False,False,False
358,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-09-26,Orbitz Worldwide,False,1.0,True,False,False,False,True,False,True
360,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-09-29,Vanguard,False,1.0,False,True,False,False,False,False,False
361,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2008-09-29,NiSource-Bay State Gas Company,False,10.0,False,False,False,False,False,False,False
362,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2008-09-30,"Allsup, Inc.",False,1.0,True,False,False,False,True,False,False
363,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-09-30,"AmeriCredit Financial Services, Inc.",False,21.0,True,True,False,True,True,False,False
365,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-10-01,The Commonwealth of MA - DOR,False,1.0,True,False,False,False,False,False,False
366,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-10-02,CollegeNet,False,11.0,True,False,True,False,False,False,True
370,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-10-14,The Commonwealth of MA - DOR,False,2.0,True,False,False,False,False,False,False
371,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2008-10-14,The Commonwealth of MA - DOR,False,1.0,False,False,False,False,False,False,False
372,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-10-14,"SGS North America, Inc.",False,27.0,True,False,False,False,True,False,True
374,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-10-14,CIGNA HealthCare,False,3.0,True,False,False,False,True,False,True
375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-10-14,Vanguard,False,2.0,False,True,False,False,False,False,False
377,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-10-20,USAA Investment Management Company,False,6.0,False,True,False,False,False,False,False
378,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2008-10-20,Fidelity Investments,False,1.0,True,False,False,False,True,False,False
379,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2008-10-20,The Commonwealth of MA - DOR,False,3.0,True,False,False,False,False,False,False
380,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-10-22,Vanguard,False,1.0,True,True,False,False,False,False,False
382,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-10-23,New England Rehabilitation Hospital,False,20.0,False,True,False,True,False,False,False
383,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-10-23,"Pattern Recognition Management, Inc.",False,1.0,False,False,False,False,True,False,True
384,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-10-27,Vanguard,False,1.0,False,True,False,False,False,False,False
385,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-10-29,UMass Memorial Medical Center,False,5.0,False,True,False,False,False,False,False
387,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-10-30,The Proctor & Gamble Company,False,1.0,False,False,False,True,False,False,False
388,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008-10-30,The Commonwealth of MA - DOR,False,3.0,True,False,False,False,False,False,False
389,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-10-30,Clarendon National Insurance Company,False,41.0,True,False,False,False,False,False,True
390,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-11-03,schematic,False,15.0,True,False,False,False,True,False,True
393,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-11-03,Rehabilitation Hospital of the Cape & Islands,False,26.0,False,True,False,True,False,False,False
