Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen,,,
29957,7/7/2023,"American Express Travel Related Services Company, Inc.",Electronic,,673,,,,Yes,,,,,,
29958,7/7/2023,"Preservation of Affordable Housing, Inc.",Electronic,Yes,1,,Yes,,,Yes,,,,,
29959,7/7/2023,"Valley Power Systems, Inc.",Electronic,Yes,3,Yes,,,,Yes,,,,,
29960,7/7/2023,Baystate Health Noble Hospital,Paper,Yes,1,Yes,,,,Yes,,,,,
29961,7/7/2023,Soroc Technology Inc.,Electronic,Yes,45,Yes,,,,Yes,,,,,
29962,7/7/2023,"CNU Online Holdings, LLC d/b/a CashNetUSA",Electronic,Yes,3,,Yes,,,,,,,,
29963,7/7/2023,"Pear Tree Advisors, Inc.",Electronic,,844,Yes,Yes,,,Yes,,,,,
29964,7/7/2023,"Paper and Ink Arts, LLC dba John Neal Books",Electronic,Yes,79,,,,Yes,,,,,,
29965,7/7/2023,"MAC Pizza Management, Inc.",Electronic,Yes,4,Yes,,Yes,,Yes,,,,,
29945,7/7/2023,WINCHESTER SAVINGS BANK,Electronic,,20,,,,Yes,,,,,,
29966,7/10/2023,Prime Case LLC,Electronic,Yes,7,Yes,Yes,,,Yes,,,,,
29968,7/10/2023,American Public Health Association,Electronic,Yes,2,Yes,Yes,,,Yes,,,,,
29969,7/10/2023,Whitley¶s Peanut Factory,Electronic,,584,,,,Yes,,,,,,
29970,7/10/2023,"Abo & Company, LLC",Electronic,Yes,1,Yes,Yes,,,Yes,,,,,
29971,7/10/2023,"Revance Therapeutics, Inc.",Electronic,Yes,15,Yes,Yes,Yes,,Yes,,,,,
29922,7/10/2023,Accelya Topco Limited,Electronic,,3,Yes,,,,Yes,,,,,
29972,7/11/2023,Massachusetts College of Art and Design,Electronic,,0,Yes,,,,Yes,,,,,
29973,7/11/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
29974,7/11/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
29975,7/11/2023,Main Street Bank,Electronic,,1,,,,Yes,,,,,,
29977,7/11/2023,Selene Title LLC,Electronic,Yes,1,Yes,,,,Yes,,,,,
29978,7/11/2023,"Pension Benefit Information, LLC",Electronic,,18181,Yes,,,,Yes,,,,,
29979,7/11/2023,"Charles Schwab & Co., Inc.",Electronic,Yes,1,Yes,,Yes,,Yes,,,,,
29967,7/11/2023,Rockland Trust,Paper,Yes,1,,Yes,,,Yes,,,,,
29980,7/12/2023,The Chattanooga Heart Institute,Electronic,Yes,8,Yes,Yes,Yes,Yes,Yes,,,,,
29981,7/12/2023,Bridgewater State University,Paper,,0,,,,,,,,,,
29982,7/12/2023,Point32Health - Tufts Health Plan,Electronic,Yes,1,Yes,,,,Yes,,,,,
29983,7/12/2023,"Pathways for Change, Inc.",Electronic,Yes,120,Yes,Yes,Yes,,Yes,,,,,
29984,7/12/2023,"American Express Travel Related Services Company, Inc.",Electronic,,88,,,,Yes,,,,,,
29985,7/12/2023,"American Express Travel Related Services Company, Inc.",Electronic,,11,,,,Yes,,,,,,
29986,7/12/2023,"Stibbs & Co., P.C.",Electronic,Yes,12,Yes,Yes,,,Yes,,,,,
29987,7/12/2023,"Accreditation Commission for Education in Nursing, Inc.",Electronic,Yes,6,Yes,,,,Yes,,,,,
29976,7/12/2023,The Union Labor Life Insurance Company,Electronic,,384,Yes,,,,,,,,,
29988,7/13/2023,The Village Bank,Electronic,,1,,,,Yes,,,,,,
29989,7/13/2023,"American Express Travel Related Services Company, Inc.",Electronic,,16,,,,Yes,,,,,,
29991,7/13/2023,LaunchWorks LLC,Electronic,Yes,70,,,,,Yes,,,,,
29998,7/13/2023,Roots & Harvest Direct LLC,Electronic,,66,,,,Yes,,,,,,
29999,7/13/2023,The Colorado State University System,Electronic,,0,Yes,Yes,,,Yes,,,,,
30000,7/13/2023,Sovos Compliance LLC,Electronic,,901,Yes,Yes,,,Yes,,,,,
29995,7/13/2023,LEM Products Direct LLC,Electronic,Yes,232,,,,Yes,,,,,,
29996,7/13/2023,Maintech Managed Services,Electronic,Yes,44,Yes,Yes,Yes,,Yes,,,,,
29997,7/14/2023,Alatus Aerosystems LLC,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,,,,
30001,7/14/2023,State of New Jersey Department of Human Services,Electronic,Yes,1,Yes,Yes,,,Yes,,,,,
30002,7/14/2023,Rockland Trust Company,Electronic,,11189,,Yes,,,Yes,,,,,
30003,7/14/2023,"National Institutes of Health Federal Credit Union (""NIHFCU"")",Electronic,Yes,83,Yes,Yes,,Yes,Yes,,,,,
30004,7/14/2023,Wake Family Eye Care,Electronic,Yes,13,Yes,,Yes,,Yes,,,,,
30005,7/14/2023,"JJ Powell, Inc.",Electronic,Yes,3,Yes,,,,Yes,,,,,
30006,7/14/2023,"Kleinberg, Kaplan, Wolff & Cohen, P.C.",Electronic,Yes,27,Yes,Yes,,,Yes,,,,,
30007,7/14/2023,"Mount Desert Island Hospital, Inc.",Electronic,Yes,438,Yes,Yes,Yes,,Yes,,,,,
30008,7/14/2023,National Association of Music Merchants,Electronic,Yes,10,Yes,,,,Yes,,,,,
30009,7/14/2023,"Rath, Young, and Pignatelli P.C.",Electronic,Yes,2,Yes,,,,Yes,,,,,
30010,7/14/2023,PlainsCapital Bank,Electronic,,84,Yes,Yes,Yes,,Yes,,,,,
30011,7/14/2023,"Carrano Air HVAC Contractors, LLC",Electronic,Yes,1,Yes,,,,Yes,,,,,
30012,7/14/2023,Precision Imaging Center,Electronic,Yes,7,Yes,,Yes,,Yes,,,,,
29993,7/14/2023,Winchester Savings Bank,Electronic,,7,,,,Yes,,,,,,
29994,7/14/2023,Ascent Funding Co.,Electronic,,1,Yes,,,,Yes,,,,,
30013,7/15/2023,BTCE Inc. d/b/a  Great Fermentations,Electronic,,129,,,,Yes,Yes,,,,,
30014,7/15/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
30015,7/15/2023,The Cooperative Bank of Cape Cod,Electronic,,615,,,,Yes,,,,,,
30016,7/17/2023,St. Marys Credit Union,Electronic,,1,,,,Yes,,,,,,
30017,7/17/2023,St. Mary's Credit Union,Electronic,,2,,,,Yes,,,,,,
30018,7/17/2023,St. Mary's Credit Union,Electronic,,7,,,,Yes,,,,,,
30031,7/17/2023,"Milliman Solutions, LLC",Electronic,,14752,Yes,,,,Yes,,,,,
30032,7/17/2023,"Cupertino Electric, Inc.",Electronic,Yes,9,,,Yes,,Yes,,,,,
30020,7/17/2023,Massachusetts General Hospital,Electronic,Yes,1,Yes,,,,Yes,,,,,
30021,7/17/2023,"EBS Services, LLC",Electronic,,173,Yes,,,,Yes,,,,,
30022,7/17/2023,South Coast Education Service District,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,,,,
30023,7/17/2023,"Regal Medical Group, Inc.",Electronic,Yes,62,Yes,,,,Yes,,,,,
30024,7/17/2023,"Classical Conversations, Inc.",Electronic,,9,Yes,Yes,,,Yes,,,,,
30025,7/17/2023,Elevate Outdoor Collective,Electronic,Yes,1,Yes,,,,Yes,,,,,
30026,7/17/2023,City of Roanoke,Electronic,Yes,3,Yes,,,,Yes,,,,,
30027,7/17/2023,"Fidelity National Information Services, Inc.",Electronic,,5,Yes,Yes,,,Yes,,,,,
30028,7/17/2023,"TIAA Kaspick, LLC (""Kaspick"")",Electronic,,1468,Yes,,,,Yes,,,,,
30029,7/17/2023,Quorum Federal Credit Union,Electronic,,121,Yes,Yes,Yes,,Yes,,,,,
30117,7/17/2023,St. Mary's Credit Union,Electronic,,2,,,,Yes,,,,,,
30033,7/18/2023,"Green Label Title, LLC",Electronic,Yes,5,Yes,,,,Yes,,,,,
30034,7/18/2023,Cambridge Trust Company,Both,Yes,1,,Yes,,,,,,,,
30035,7/18/2023,Main Street Bank,Electronic,,1,,,,Yes,,,,,,
30036,7/18/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
30062,7/18/2023,"Hahn Loeser & Parks, LLP",Electronic,Yes,100,Yes,,Yes,,Yes,,,,,
30071,7/19/2023,Rock-It Global,Electronic,Yes,18,Yes,,Yes,,Yes,,,,,
30043,7/19/2023,Rite Aid Corporation,Electronic,,238,,,,,Yes,,,,,
30049,7/19/2023,Eagle Bank,Electronic,,1,,,,Yes,,,,,,
30050,7/19/2023,Lombard International Life Assurance Company,Electronic,,19,Yes,,,,Yes,,,,,
30051,7/19/2023,Physicians Insurance A Mutual Company,Electronic,Yes,5,Yes,Yes,Yes,,,,,,,
30052,7/19/2023,Jackson National Life Insurance Company,Paper,Yes,1,,Yes,,,,,,,,
30053,7/19/2023,Massachusetts Mutual Life Insurance Company,Electronic,,37,Yes,,,,Yes,,,,,
30054,7/19/2023,Restaurant HR Group,Electronic,,1,,Yes,,,,,,,,
30040,7/19/2023,1st Source Bank,Electronic,Yes,611,Yes,,Yes,,Yes,,,,,
30041,7/19/2023,"J&D Brush Co. LLC dba Bio Ionic
(""Bio Ionic"")",Electronic,Yes,80,,,,Yes,,,,,,
30044,7/20/2023,Rockland Trust,Paper,,1,,,,Yes,Yes,,,,,
30045,7/20/2023,MSX International Inc.,Electronic,Yes,61,Yes,,Yes,Yes,Yes,,,,,
30046,7/20/2023,Athene Annuity and Life Company and its affiliates,Electronic,,1649,Yes,,,,Yes,,,,,
30047,7/20/2023,The Mission Essential Group,Electronic,Yes,192,Yes,,,,Yes,,,,,
30048,7/20/2023,Rockland Trust,Paper,Yes,2,,Yes,,,Yes,,,,,
30038,7/20/2023,Brigham and Women's Hospital,Paper,Yes,1,,,,,,,,,,
30039,7/20/2023,"Letter Arts Book Club, Inc",Electronic,Yes,88,,,,Yes,,,,,,
30067,7/20/2023,Franklin Mint Federal Credit Union,Electronic,,411,Yes,Yes,,,Yes,,,,,
30063,7/20/2023,FXI Inc.,Electronic,Yes,11,Yes,,,,Yes,,,,,
30064,7/20/2023,Zoe's House Adoption Agency,Electronic,Yes,4,Yes,,,,Yes,,,,,
30065,7/20/2023,"King Arthur Baking Company, Inc.",Electronic,Yes,15,Yes,,,,Yes,,,,,
30057,7/20/2023,"Willis Towers Watson US LLC and its affiliate Acclaris, Inc.",Electronic,,97,Yes,,,,Yes,,,,,
30058,7/20/2023,UnitedLex Corporation,Electronic,Yes,77,Yes,Yes,,,Yes,,,,,
30059,7/20/2023,"Peachtree Orthopaedic Clinic, P.A.",Electronic,Yes,3,Yes,Yes,Yes,,Yes,,,,,
30060,7/20/2023,TSG Interactive US Services Limited (d/b/a PokerStars),Electronic,,76,Yes,,,,Yes,,,,,
30061,7/20/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
30066,7/21/2023,Fidelity Investments Life Insurance Company,Paper,Yes,1,Yes,Yes,,,Yes,,,,,
30068,7/21/2023,"American Civil Liberties Union Foundation, Inc.",Electronic,,31,Yes,,,,Yes,,,,,
30069,7/21/2023,"Quinn Emanuel Urquhart & Sullivan, LLP",Electronic,,22,Yes,Yes,Yes,Yes,Yes,,,,,
30070,7/21/2023,Workers Federal Credit Union,Electronic,,25,Yes,Yes,,,Yes,,,,,
30072,7/21/2023,"Fidelity National Information Services, Inc.",Electronic,,338,Yes,,,,Yes,,,,,
30055,7/21/2023,NAXION,Electronic,,1,Yes,,,,Yes,,,,,
30056,7/21/2023,Eastern Bank,Electronic,,418,Yes,,,Yes,,,,,,
30075,7/21/2023,Intuit Inc.,Electronic,,1,Yes,,Yes,,Yes,,,,,
30076,7/21/2023,Aurora National Life Assurance Company,Electronic,,567,Yes,,,,Yes,,,,,
30078,7/21/2023,"Scrubs and Beyond, LLC",Electronic,Yes,96,,,,Yes,Yes,,,,,
30079,7/21/2023,"Teachers Insurance and Annuity Association of America (""TIAA"")",Electronic,,105508,Yes,,,,Yes,,,,,
30080,7/21/2023,Idea 247 Inc. d/b/a Idea Financial,Electronic,Yes,578,Yes,,,,Yes,,,,,
30081,7/21/2023,UnTapped LLC,Electronic,Yes,35,,,,Yes,,,,,,
30083,7/21/2023,Everett Bank,Paper,Yes,1,Yes,,,,Yes,,,,,
30084,7/21/2023,HAVI Group LP,Electronic,,3,Yes,,,,Yes,,,,,
30085,7/21/2023,"Calspan Holdings, LLC",Electronic,Yes,2,Yes,,,,Yes,,,,,
30086,7/21/2023,"Morey, Nee, Buck & Oswald, LLC",Electronic,Yes,4,Yes,Yes,,,Yes,,,,,
30087,7/21/2023,Blue Shield of California,Electronic,,1,,,,,,,,,,
30089,7/21/2023,TRJ Accounting,Electronic,Yes,866,Yes,Yes,,,Yes,,,,,
30090,7/21/2023,UnitedHealthcare Student Resources,Electronic,,14899,Yes,,,,Yes,,,,,
30091,7/21/2023,"Westat, Inc.",Electronic,,130,Yes,,,,Yes,,,,,
30042,7/23/2023,"Battelle Energy Alliance, LLC",Electronic,Yes,21,Yes,,,,Yes,,Yes,,,
30073,7/23/2023,WINCHESTER SAVINGS BANK,Electronic,,9,,,,Yes,,,,,,
30074,7/24/2023,"CNU Online Holdings, LLC d/b/a CashNetUSA",Electronic,Yes,1,,Yes,,,,,,,,
30077,7/24/2023,Jack Stack Barbecue,Electronic,,394,,,,Yes,,,,,,
30088,7/24/2023,"Expeditus Holdings, LLC",Electronic,Yes,1,Yes,,Yes,,Yes,,,,,
30096,7/24/2023,The Law Foundation of Silicon Valley,Electronic,Yes,19,Yes,,,,Yes,,,,,
30097,7/24/2023,"Town of North Kingstown, Rhode Island",Electronic,Yes,6950,Yes,,Yes,,Yes,,,,,
30093,7/24/2023,Bronson Edelman & Moses CPAs,Electronic,Yes,2,Yes,Yes,,,,,,,,
30094,7/25/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
30095,7/25/2023,Teachers' Retirement System of the City of New York,Electronic,,478,Yes,,,,Yes,,,,,
30098,7/25/2023,St Mary's Credit Union,Electronic,,1,,,,Yes,,,,,,
30100,7/25/2023,"The Johns Hopkins University, The Johns Hopkins Health System Corporation, and",Electronic,,378,Yes,,,,Yes,,,,,
30101,7/25/2023,"Life Management Center of Northwest Florida, Inc.",Electronic,Yes,27,Yes,,,,Yes,,,,,
30102,7/25/2023,American Board of Internal Medicine,Electronic,,258,Yes,,,,Yes,,,,,
30103,7/25/2023,Humana Inc.,Electronic,,225,Yes,Yes,Yes,,Yes,,,,,
30104,7/25/2023,Kraemer North America,Electronic,Yes,5,Yes,Yes,Yes,,Yes,,,,,
30092,7/25/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
30082,7/25/2023,St Mary's Credit Union,Electronic,,1,,,,Yes,,,,,,
30099,7/26/2023,"HRM Enterprises, Inc.",Electronic,,819,,,,Yes,,,,,,
30111,7/26/2023,"Shell USA, Inc.",Electronic,,27,Yes,,,,Yes,,,,,
30112,7/26/2023,"CRC Insurance Services, LLC",Electronic,Yes,75,Yes,Yes,Yes,,Yes,,,,,
30113,7/26/2023,"Family Vision of Anderson, P.A.",Electronic,,43,Yes,,Yes,,Yes,,,,,
30114,7/26/2023,"Cabot Risk Strategies, LLC",Electronic,Yes,7325,Yes,Yes,Yes,,Yes,,,,,
30115,7/26/2023,Gazaleh Consulting LLC,Electronic,Yes,5,Yes,Yes,Yes,,Yes,,,,,
30116,7/27/2023,HEICO,Electronic,Yes,1,Yes,,,,Yes,,,,,
30105,7/27/2023,Rockland Trust,Paper,,1,,Yes,,,Yes,,,,,
30106,7/27/2023,"BASIS Educational Group, LLC",Electronic,Yes,9,Yes,,,,Yes,,,,,
30107,7/27/2023,Nassau Life Insurance Company,Electronic,,5,Yes,,,,Yes,,,,,
30108,7/27/2023,Rockland Trust,Paper,,1,,Yes,,,Yes,,,,,
30109,7/27/2023,Rockland Trust,Paper,Yes,1,,Yes,,,Yes,,,,,
30110,7/27/2023,Rockland Trust,Electronic,Yes,1,,Yes,,,Yes,,,,,
30118,7/27/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
30119,7/27/2023,Main Street Bank,Electronic,,3,,,,Yes,,,,,,
30121,7/27/2023,"Elgon, Inc.",Electronic,Yes,4781,,,,,,,,,,
30122,7/27/2023,DC & Associates of Central Florida,Electronic,Yes,8,Yes,Yes,Yes,,,,,,,
30123,7/27/2023,Nassau Life and Annuity Company,Electronic,,493,Yes,,,,Yes,,,,,
30124,7/27/2023,"Corebridge Financial, Inc.",Electronic,,90697,Yes,,,,,,,,,
30126,7/27/2023,IMX Medical Management Serivces,Electronic,Yes,25,Yes,,,,Yes,,,,,
30127,7/27/2023,"T. Rowe Price Retirement Plan Services, Inc.",Electronic,,7,Yes,,,,Yes,,,,,
30128,7/27/2023,Bank of Nova Scotia,Electronic,,1,Yes,,Yes,,Yes,,,,,
30129,7/27/2023,State Savings Bank,Electronic,Yes,1,Yes,Yes,,,Yes,,,,,
30130,7/27/2023,"Capital Formation Group, Inc.",Electronic,Yes,115,Yes,Yes,Yes,Yes,Yes,,,,,
30131,7/27/2023,"American Multi-Cinema, Inc., d/b/a AMC Theatres",Electronic,,127,Yes,,Yes,,Yes,,,,,
30019,7/27/2023,Main Street Bank,Electronic,,3,Yes,Yes,Yes,Yes,Yes,,,,,
30132,7/28/2023,MW Components,Electronic,Yes,395,Yes,Yes,Yes,,Yes,,,,,
30133,7/28/2023,Cambridge Trust Company,Both,Yes,14,,Yes,,,,,,,,
30120,7/28/2023,Fidelity & Guaranty Life Insurance Company,Electronic,,15182,Yes,,,,Yes,,,,,
30146,7/28/2023,"Allegheny County, Pennsylvania",Electronic,,44,Yes,,Yes,,Yes,,,,,
30147,7/28/2023,Commonwealth Corporation,Electronic,Yes,13804,Yes,,,,Yes,,,,,
30148,7/28/2023,"Creedmoor Sports, Inc.",Electronic,,169,,,,Yes,Yes,,,,,
29943,7/28/2023,Delaware Life Insurance Company of New York,Electronic,Yes,1,Yes,Yes,,,Yes,,,,,
29921,7/28/2023,Clear Spring Life and Annuity Company,Electronic,Yes,1252,Yes,Yes,,,Yes,,,,,
30135,7/28/2023,"Group 1001 Resources, Inc.",Electronic,,582,Yes,,Yes,,Yes,,,,,
30136,7/28/2023,Bibles in Bulk,Electronic,Yes,61,,,,Yes,Yes,,,,,
30137,7/28/2023,University of Rochester,Electronic,,962,Yes,Yes,,,Yes,,,,,
30138,7/28/2023,"Dallas Center for the Performing Arts Foundation, Inc.",Electronic,,2,Yes,,,,Yes,,,,,
30139,7/28/2023,"Rogers Towers, P.A.",Electronic,,2,Yes,,,,Yes,,,,,
30140,7/28/2023,"Maximus, Inc.",Electronic,,14505,Yes,Yes,,,,,,,,
30037,7/29/2023,"Aven Financial, Inc.",Electronic,Yes,366,Yes,Yes,Yes,,Yes,,,,,
30030,7/31/2023,Allianz Life Insurance Company of North America,Electronic,,42,Yes,Yes,,,Yes,,,,,
30141,7/31/2023,"Highland Baking Company, Inc.",Electronic,Yes,14,,,Yes,,Yes,,,,,
30142,7/31/2023,The Prudential Insurance Company of America,Electronic,,101,Yes,,,,Yes,,,,,
30143,7/31/2023,"Paycom Payroll, LLC",Electronic,,10,Yes,,,,Yes,,,,,
30144,7/31/2023,San Francisco Jazz Organization,Electronic,Yes,1,Yes,,,,Yes,,,,,
30145,7/31/2023,Genworth North America Corporation,Electronic,,65796,Yes,Yes,,,Yes,,,,,
30163,8/1/2023,"Avalon Risk Management Insurance Agency, LLC",Electronic,Yes,1,Yes,,,,Yes,,,,,
30165,8/1/2023,Winchester Savings Bank,Electronic,,12,,,,Yes,,,,,,
30169,8/1/2023,Wizmo,Electronic,Yes,5,Yes,Yes,,,Yes,,,,,
30170,8/1/2023,"American Express Travel Related Services Company, Inc.",Electronic,,38,,,,Yes,,,,,,
30171,8/1/2023,"American Express Travel Related Services Company, Inc.",Electronic,,9,,,,Yes,,,,,,
30172,8/1/2023,MHMR Authority of Brazos Valley,Electronic,Yes,22,Yes,,,,Yes,,,,,
30173,8/1/2023,"Jonas Fitness, Inc.",Electronic,,9,Yes,Yes,Yes,,Yes,,,,,
30174,8/1/2023,"American Express Travel Related Services Company, Inc.",Electronic,,2,,,,Yes,,,,,,
30149,8/1/2023,"Conduent HR Services, LLC",Electronic,,7,Yes,Yes,,,Yes,,,,,
30151,8/1/2023,"American Express Travel Related Services Company, Inc.",Electronic,,3,,,,Yes,,,,,,
30152,8/1/2023,Contec LLC,Electronic,Yes,10,Yes,Yes,Yes,,Yes,,,,,
30153,8/1/2023,Progressive Casualty Insurance Company,Electronic,,400,Yes,Yes,Yes,Yes,Yes,,,,,
30154,8/1/2023,"Lumico Life Insurance Company, Elips Life Insurance Company",Electronic,,4205,Yes,,,,Yes,,,,,
30155,8/2/2023,PH TECH,Electronic,,63,Yes,,,,Yes,,,,,
30156,8/2/2023,Jefferson County Health Center,Electronic,Yes,26,,,,,Yes,,,,,
30157,8/2/2023,"Serco, Inc.",Electronic,,73,Yes,,,,Yes,,,,,
30158,8/2/2023,BankNewport,Electronic,,8,Yes,Yes,,,Yes,,,,,
30159,8/2/2023,"Sadoff, Fischer & Associates, P.A.",Electronic,Yes,6,Yes,Yes,,,Yes,,,,,
30160,8/2/2023,National Educational Music Company,Electronic,,25,,,,Yes,,,,,,
30161,8/2/2023,Northern Bank & Trust Company,Electronic,,59,Yes,Yes,,,Yes,,,,,
30162,8/2/2023,TIAA-CREF Life Insurance Company,Electronic,,1701,Yes,,,,Yes,,,,,
30166,8/2/2023,Mass Bay Credit Union,Electronic,,94,,,,Yes,Yes,,,,,
30167,8/2/2023,"Spartanburg County, South Carolina",Electronic,,,,,,Yes,,,,,,
30164,8/2/2023,Mutual One Bank,Electronic,,1,,Yes,,,,,,,,
30168,8/3/2023,"Geneva Software, Inc.",Electronic,Yes,1,Yes,Yes,,,Yes,,,,,
30175,8/3/2023,"American Express Travel Related Services Company, Inc.",Electronic,,2,,,,Yes,,,,,,
30176,8/3/2023,Reliance Steel & Aluminum Co.,Electronic,Yes,1,Yes,,,,Yes,,,,,
30177,8/3/2023,Arellano Associates,Electronic,Yes,1,Yes,,,,Yes,,,,,
30178,8/3/2023,Hartford Life and Accident Insurance Company,Electronic,,14838,Yes,,,,Yes,,,,,
30179,8/3/2023,"Freedom Debt Relief, LLC",Electronic,Yes,3,Yes,,,,Yes,,,,,
30180,8/3/2023,"JPMorgan Chase Bank, N.A.",Paper,,1,,Yes,,,,,,,,
30181,8/3/2023,"Christianbook, LLC",Electronic,Yes,2617,Yes,Yes,Yes,Yes,Yes,,,,,
30182,8/3/2023,Hayward Sisters Hospital d/b/a St. Rose Hospital,Electronic,Yes,24,Yes,,,,Yes,,,,,
30183,8/3/2023,USAA,Electronic,Yes,2,,Yes,,Yes,Yes,,,,,
30184,8/3/2023,"The Consulting Engineers Group, Inc.",Electronic,Yes,1,Yes,,,,Yes,,,,,
30185,8/4/2023,ExamOne (a Quest Diagnostics Company),Paper,Yes,1,,,Yes,,Yes,,,,,
30186,8/4/2023,TELUS Health (US) Ltd.,Electronic,,7,Yes,,,,Yes,,,,,
30187,8/4/2023,Civil Air Patrol,Electronic,Yes,16,Yes,,,,Yes,,,,,
30188,8/4/2023,"Wells Fargo Bank, N.A.",Electronic,,6,Yes,Yes,Yes,,Yes,,,,,
30195,8/4/2023,Cambridge College,Electronic,Yes,18778,Yes,Yes,Yes,Yes,Yes,,,,,
30196,8/4/2023,"Gunster, Yoakley & Stewart, PA",Electronic,Yes,6,Yes,Yes,,,Yes,,,,,
30197,8/4/2023,"Baird Insurance Services, Inc.",Electronic,,8,Yes,,,,Yes,,,,,
30198,8/4/2023,Winchester Savings Bank,Electronic,,30,,,,Yes,,,,,,
30191,8/4/2023,"Hutchinson Clinic, P.A.",Electronic,Yes,48,Yes,,,,Yes,,,,,
30193,8/5/2023,American National Group LLC,Electronic,,1009,Yes,Yes,,,Yes,,,,,
30194,8/5/2023,"ltmarsh, Cleaveland & Gund",Electronic,Yes,1,Yes,Yes,,Yes,Yes,,,,,
30192,8/7/2023,National Wholesale Company,Paper,Yes,26,,,,Yes,,,,,,
30215,8/7/2023,"Alliance Sports Group, LP dba Alliance Consumer Group",Electronic,Yes,1,Yes,,,,Yes,,,,,
30216,8/7/2023,First St. Charles Bank dba First National Bank USA,Electronic,Yes,12,Yes,,Yes,,Yes,,,,,
30217,8/7/2023,Hospitality Staffing Solutions LLC,Electronic,Yes,603,Yes,Yes,Yes,,Yes,,,,,
30199,8/7/2023,"Forrester Research, Inc.",Electronic,,12,Yes,,,,Yes,,,,,
30200,8/7/2023,Bank OZK,Electronic,,14,Yes,Yes,,,Yes,,,,,
30201,8/7/2023,Northwestern Mutual Life Insurance Company,Electronic,,322,Yes,,,,Yes,,,,,
30203,8/7/2023,"KemperSports Management, LLC",Electronic,Yes,1,,Yes,,,Yes,,,,,
30204,8/7/2023,SAVERS BANK,Electronic,,1,,,,Yes,,,,,,
30205,8/7/2023,SAVERS BANK,Electronic,,3,,,,Yes,,,,,,
30206,8/7/2023,SAVERS BANK,Electronic,,1,,,,Yes,,,,,,
30207,8/7/2023,Discover Financial Services,Paper,Yes,1,,,,Yes,Yes,,,,,
30208,8/7/2023,"New England Copy Specialists, Inc.",Electronic,Yes,90,Yes,,,,Yes,,,,,
30209,8/7/2023,Danbury Public Schools,Electronic,Yes,35,Yes,Yes,,,Yes,,,,,
30210,8/7/2023,Ada Technologies Inc.,Electronic,Yes,1,Yes,,Yes,,Yes,,,,,
30189,8/7/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
30190,8/7/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
30211,8/8/2023,St Mary's Credit Union,Electronic,,1,,,,Yes,,,,,,
30212,8/8/2023,Eagle Bank,Electronic,,1,,,,Yes,,,,,,
30213,8/8/2023,Adams Community Bank,Electronic,,2,,,,Yes,,,,,,
30214,8/8/2023,The Village Bank,Electronic,,3,,,,Yes,,,,,,
30202,8/8/2023,Watertown Savings Bank,Electronic,,2,,,,Yes,,,,,,
30221,8/8/2023,Washington National Insurance Company,Electronic,,22,Yes,,,,Yes,,,,,
30222,8/8/2023,Bankers Conseco Life Insurance Company,Electronic,,22,Yes,,,,Yes,,,,,
30223,8/8/2023,WEC Energy Group Inc.,Electronic,,2,Yes,,,,Yes,,,,,
30224,8/8/2023,"TD Ameritrade, Inc. and Charles Schwab & Co., Inc., a TD Ameritrade affiliate.",Electronic,,1103,Yes,Yes,Yes,,Yes,,,,,
30225,8/8/2023,"Best Friends Pet Care, Inc.",Electronic,Yes,48,Yes,Yes,,Yes,Yes,,,,,
30226,8/8/2023,Stockman Bank,Electronic,,5,Yes,Yes,,,Yes,,,,,
30227,8/8/2023,"Storopack, Inc.",Electronic,,12,Yes,Yes,Yes,,Yes,,,,,
30228,8/8/2023,Transamerica Life Insurance Company,Electronic,,7054,Yes,,,,Yes,,,,,
30229,8/8/2023,The Global Atlantic Financial Group LLC,Electronic,,15560,Yes,,,,Yes,,,,,
30230,8/8/2023,Alvogen,Electronic,,1,Yes,,,,Yes,,,,,
30218,8/8/2023,Consolidated Edison Company of New York LLC,Electronic,,65,Yes,,,,Yes,,,,,
30219,8/8/2023,American First Credit Union,Electronic,,1,,Yes,,,Yes,,,,,
30220,8/9/2023,Logansport Savings Bank,Electronic,,3,Yes,Yes,Yes,,Yes,,,,,
30246,8/9/2023,MutualOne Bank,Electronic,,1,,Yes,,Yes,,,,,,
30247,8/9/2023,"Etz Hayim Holdings, S.P.C. dba Lazarus Naturals",Electronic,,1016,,Yes,,Yes,Yes,,,,,
30248,8/9/2023,University of Hawai'i --Hawai'i Community College,Electronic,,28,Yes,,,,,,,,,
30249,8/9/2023,MutualOne Bank,Electronic,,1,,Yes,,Yes,,,,,,
