Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
328,9/8/08,Massachusetts Teachers Association,Electronic,,614,Yes,,,,,,
109,9/8/08,"U.S. Foodservice, Inc.",Electronic,,868,Yes,,,,Yes,,Yes
368,9/8/08,Franklin Savings,Electronic,,4,Yes,Yes,,,,,
327,9/11/08,UBS Financial Services Inc.,Electronic,,56,Yes,,,,,,
334,9/11/08,Vanguard,Paper,,1,Yes,Yes,,,,,
303,9/11/08,Countrywide Home Loans,Electronic,,48371,Yes,Yes,,,Yes,,
335,9/15/08,Vanguard,Paper,,2,,Yes,,,,,
326,9/15/08,Faulkner Hospital,Paper,,,Yes,,,,,,
325,9/16/08,Bank of NY Mellon Shareowner Services,Electronic,,210000,Yes,Yes,,,,,Yes
349,9/19/08,Forever Twenty One,Electronic,,,,,,Yes,,,
370,9/22/08,The Commonwealth of MA - DOR,Electronic,,3,Yes,,,,,,
376,9/22/08,Massachusetts Mutual Life Insurance Company,Electronic,,22,,Yes,,,,,
348,9/22/08,Gloria Jean's Coffees,Electronic,,12,,,,Yes,,,
347,9/23/08,PSS World Medical,Electronic,,100,Yes,,Yes,,,,
377,9/23/08,"Citizens Financial Group, Inc.",Electronic,,2,Yes,Yes,,,Yes,,
378,9/23/08,"Citizens Financial Group, Inc.",Undefined,,1,,Yes,,,Yes,,
369,9/23/08,"Ameriprise Financial Services, Inc.",Paper,,1,Yes,Yes,,,Yes,,
346,9/24/08,Intuit,Electronic,,228,Yes,Yes,,,Yes,,Yes
337,9/24/08,Rockland Trust Company,Electronic,,1,,,,Yes,,,
338,9/24/08,Rockland Trust Company,Electronic,,8,,,,Yes,,,
339,9/24/08,Rockland Trust Company,Electronic,,1,,,,Yes,,,
340,9/26/08,Orbitz Worldwide,Electronic,,1,Yes,,,,Yes,,Yes
345,9/29/08,"City of Coral Springs, FL",Electronic,,403,Yes,,Yes,,,,
375,9/29/08,Vanguard,Electronic,,1,,Yes,,,,,
407,9/29/08,NiSource-Bay State Gas Company,Electronic,,10,,,,,,,
367,9/30/08,"Allsup, Inc.",Paper,,1,Yes,,,,Yes,,
343,9/30/08,"AmeriCredit Financial Services, Inc.",Electronic,,21,Yes,Yes,,Yes,Yes,,
344,9/30/08,Swansea Dental Associates,Paper,,185,,,,Yes,,,
342,10/1/08,The Commonwealth of MA - DOR,Electronic,,1,Yes,,,,,,
341,10/2/08,CollegeNet,Electronic,,11,Yes,,Yes,,,,Yes
351,10/9/08,U. North Dakota Alumni Foundation,Electronic,,276,Yes,,,,,Yes,Yes
352,10/10/08,Shell Oil Company,Electronic,,,Yes,,,,,,
350,10/14/08,Wyndham Hotels & resports,Electronic,,3456,,,,Yes,,,
358,10/14/08,The Commonwealth of MA - DOR,Electronic,,2,Yes,,,,,,
359,10/14/08,The Commonwealth of MA - DOR,Undefined,,1,,,,,,,
354,10/14/08,"SGS North America, Inc.",Electronic,,27,Yes,,,,Yes,,Yes
355,10/14/08,PGA Tour,Electronic,,,,,,Yes,,,
356,10/14/08,CIGNA HealthCare,Electronic,,3,Yes,,,,Yes,,Yes
365,10/14/08,Vanguard,Paper,,2,,Yes,,,,,
372,10/17/08,"Cole National Group, Inc.",Electronic,,1461,Yes,,,,Yes,,
373,10/20/08,USAA Investment Management Company,Paper,,6,,Yes,,,,,
374,10/20/08,Fidelity Investments,Paper,,1,Yes,,,,Yes,,
371,10/20/08,The Commonwealth of MA - DOR,Paper,,3,Yes,,,,,,
385,10/22/08,Vanguard,Paper,,1,Yes,Yes,,,,,
379,10/23/08,Capital One Bank (USA) N.A.,,,1,,,,,Yes,,
353,10/23/08,New England Rehabilitation Hospital,Paper,,20,,Yes,,Yes,,,
381,10/23/08,"Pattern Recognition Management, Inc.",Electronic,,1,,,,,Yes,,Yes
366,10/27/08,Vanguard,Paper,,1,,Yes,,,,,
382,10/29/08,UMass Memorial Medical Center,Paper,,5,,Yes,,,,,
383,10/29/08,Merrill Lynch,Electronic,,85,Yes,Yes,,,Yes,,Yes
384,10/30/08,The Proctor & Gamble Company,Electronic,,1,,,,Yes,,,
386,10/30/08,The Commonwealth of MA - DOR,Electronic,,3,Yes,,,,,,
387,10/30/08,Clarendon National Insurance Company,Electronic,,41,Yes,,,,,,Yes
388,11/3/08,schematic,Electronic,,15,Yes,,,,Yes,,Yes
389,11/3/08,Howland Capital Management,Electronic,,292,Yes,Yes,,,Yes,,Yes
390,11/3/08,Express Scripts,Electronic,,3139,Yes,,,,Yes,,
391,11/3/08,Rehabilitation Hospital of the Cape & Islands,Paper,,26,,Yes,,Yes,,,
392,11/4/08,Arthur Bell Certified Public Accountants,Paper,,1,Yes,,,,Yes,,
393,11/5/08,Harvard University - Law School,Electronic,,8311,Yes,Yes,,,Yes,,Yes
394,11/5/08,National Association of Chain Drug Stores Foundation,Electronic,,24,Yes,,,,,,
395,11/6/08,Wells Real Estate Funds,Electronic,,473,Yes,Yes,,,Yes,,Yes
406,11/6/08,Brigham and Women's Hospital,Electronic,,3,,Yes,,,,,
409,11/6/08,Emergency Medical Associates of New Jersey,Electronic,,,,,,Yes,,,
410,11/7/08,Shaughnessy-Kaplan Rehabilitation Hospital,Paper,,2,Yes,Yes,,,,,
412,11/10/08,The Commonwealth of MA - DOR,Electronic,,4,Yes,,,,,,
413,11/10/08,The Commonwealth of MA - DOR,Electronic,,6,Yes,,,,,,
414,11/10/08,The Commonwealth of MA - DOR,Electronic,,4,Yes,,,,,,
415,11/10/08,The Commonwealth of MA - DOR,Paper,,2,Yes,,,,,,
408,11/12/08,"Citizens Financial Group, Inc.",Both,,6,,Yes,,,Yes,,
401,11/17/08,Symantec Corporation,Electronic,,1,Yes,,,,Yes,,Yes
403,11/17/08,The Nielsen Company,Electronic,,34,Yes,,,,Yes,,Yes
404,11/17/08,"DaVita, Inc.",Electronic,,25,Yes,,,,,,Yes
405,11/17/08,GMAC Mortgage LLC,Electronic,,14,,Yes,,,,,
411,11/17/08,The Commonwealth of MA - DOR,Electronic,,1,Yes,,,,,,
398,11/18/08,Kraft Foods,Undefined,,2,,,,Yes,Yes,,
399,11/18/08,Starbucks Coffe Company,Electronic,,1686,Yes,,,,Yes,,Yes
402,11/20/08,Commonwealth Financial Network,Electronic,,138,Yes,Yes,,,Yes,,
400,11/21/08,"SPS New England, Inc.",Paper,,111,Yes,,,,Yes,,
396,11/25/08,Massachusetts Mutual Life Insurance Company,Paper,,1,,Yes,,,,,
397,11/25/08,Save the Children,Electronic,,5,Yes,,,,Yes,,Yes
416,11/28/08,"RoadSafe Traffic Systems, Inc.",Electronic,,124,Yes,,,,Yes,,Yes
417,11/28/08,TD Banknorth,Electronic,,3,Yes,Yes,,,Yes,,Yes
427,12/1/08,"Ameriprise Financial, Inc.",Undefined,,1,,Yes,,,Yes,,
424,12/3/08,The Commonwealth of MA - Department of Transitional Assistance,Electronic,,1,Yes,,,,,,
425,12/3/08,The Commonwealth of MA - DOR,Electronic,,,,,,,,,
428,12/4/08,LPL Financial,,,7,,,,,Yes,,
426,12/5/08,The Commonwealth of MA - DOR,Electronic,,3,Yes,,,,,,
423,12/5/08,The World Bank,Electronic,,23,Yes,Yes,,Yes,,,
421,12/8/08,Horizon Lines,Electronic,,135,Yes,,,,,,
422,12/8/08,Hewlett-Packard Company,Electronic,,5039,Yes,,,,Yes,,Yes
420,12/9/08,Science Applications International Corporation,Electronic,,1,Yes,,,,,,
418,12/10/08,Rochester Institute of Technology,Electronic,,39,Yes,,,,Yes,,Yes
419,12/10/08,YMCA of Metropolitan Los Angeles,Electronic,,1,,Yes,,Yes,Yes,,Yes
442,12/12/08,"Starwood Hotels & Resorts Worldwide, Inc.",Electronic,,2,,,,Yes,,,
443,12/12/08,Greenfield Savings Bank,Electronic,,56,,Yes,,,Yes,,
444,12/12/08,State Farm Insurance Companies,Electronic,,1,Yes,,,,Yes,,
445,12/12/08,Caroll Enterprises Inc.,Electronic,,1,Yes,Yes,,,,,
437,12/15/08,Neighborhood Health Plan,Paper,,2,Yes,,,,,,
432,12/15/08,"Automatic Data Processing, Inc.",Electronic,,318,Yes,,,,Yes,,
433,12/15/08,"Circuit City Stores, Inc.",Electronic,,7,,,,Yes,,,
434,12/15/08,"Raymond James & Associates, Inc.",Electronic,,6,Yes,Yes,,,Yes,,
435,12/15/08,"Lehigh Hanson, Inc.",Electronic,,3,Yes,,,,,,
429,12/17/08,"DJO, LLC",Electronic,,14,Yes,,,,,,Yes
430,12/17/08,Pulte Homes,Electronic,,36,,Yes,Yes,,Yes,Yes,Yes
431,12/17/08,Merrill Lynch,Electronic,,1,Yes,,,,Yes,,Yes
451,12/17/08,The Commonwealth of MA - GIC,Paper,,214,Yes,,,,,,
447,12/18/08,Norfolk Southern Corp,Both,,2,Yes,,,,Yes,,
576,12/18/08,Rockland Trust Company,Electronic,,16,,,,Yes,,,
577,12/18/08,Rockland Trust Company,Electronic,,1,,,,Yes,,,
578,12/18/08,Rockland Trust Company,Electronic,,2,,,,Yes,,,
579,12/18/08,Rockland Trust Company,Electronic,,1,,,,Yes,,,
583,12/18/08,Rockland Trust Company,Electronic,,31,,,,Yes,,,
446,12/22/08,"United Cerebal Palsy of MetroBoston, Inc",Electronic,,148,Yes,,,,,,
441,12/23/08,LPL Financial,Electronic,,2,,Yes,,,Yes,,
438,12/24/08,Spaulding Rehabilitation Hospital,Paper,,8,,Yes,,Yes,Yes,,
439,12/24/08,The Pepsi Bottling Group,Electronic,,478,Yes,,,,Yes,,Yes
440,12/24/08,Vonage America Inc.,Electronic,,3,,,,Yes,Yes,,
501,12/26/08,"Siebels Bruce Group, Inc.",Electronic,,3,Yes,,,,,,
436,12/28/08,State Street,Electronic,,1,Yes,Yes,,,,,
448,12/29/08,North Pacific Group,Electronic,,86,Yes,,,,Yes,,Yes
449,12/29/08,Federated Insurance,Electronic,,3,,,Yes,,,Yes,Yes
450,12/29/08,"Citizens Financial Group, Inc.",Electronic,,45987,Yes,,,Yes,Yes,,
495,12/31/08,Merrill Lynch,Electronic,,819,Yes,,,,Yes,,Yes
502,1/5/09,UMass Dartmouth,Paper,,2,Yes,,,,Yes,,
480,1/8/09,Idearc Media LLC,Paper,,1,Yes,,,,,,
460,1/9/09,Kayak Software Corporation,Electronic,,64,Yes,,,,Yes,,Yes
473,1/12/09,The Commonwealth of MA - DOR,Electronic,,3,Yes,,,,,,
474,1/12/09,Capital One,Paper,,5,,Yes,,,Yes,,
477,1/12/09,Framingham State College,Paper,,12,Yes,,,,,,
479,1/12/09,UnitedHealthcare,Paper,,107,Yes,,,,Yes,,
472,1/14/09,The Commonwealth of MA - DOR,Electronic,,3,Yes,,,,,,
471,1/15/09,"Ameriprise Financial, Inc.",Electronic,,364,Yes,Yes,,,Yes,,
469,1/16/09,North Shore Medical Center (NSMC),Electronic,,170,Yes,,,,Yes,,Yes
464,1/20/09,Beth Israel Deaconess Medical Center,Electronic,,7,Yes,,,Yes,Yes,,
453,1/20/09,Walgreens,Electronic,,1,Yes,,,,Yes,,Yes
458,1/22/09,Occidental Petroleum Corporation,Electronic,,5,Yes,,,,Yes,,
459,1/22/09,"SRA International, Inc.",Electronic,,23,Yes,,,,Yes,,
463,1/22/09,Raymond James Financial,Paper,,837,,Yes,,,Yes,,
457,1/23/09,Capital One,Paper,,2,,Yes,,,Yes,,
452,1/23/09,Seventh-Day Adventist Church,Electronic,,2646,Yes,,,,Yes,,Yes
456,1/27/09,"Children's Hospital, Boston",Electronic,,31,Yes,,,,Yes,,Yes
461,1/27/09,"Citizens Financial Group, Inc.",Paper,,6,,Yes,,,Yes,,
462,1/27/09,TD Banknorth,Electronic,,3,Yes,Yes,,,Yes,,Yes
454,1/28/09,The Prudential insurance Company of America,Paper,,3,Yes,,,,Yes,,
455,1/28/09,RBC Wealth Management,Paper,,3,Yes,Yes,,,Yes,,
466,1/29/09,Granite Savings Bank,Electronic,,,,,,Yes,,,
467,1/29/09,Chelsea Bank,Electronic,,101,,,,Yes,,,
470,1/29/09,"Lear Siegler Services, Inc.",Electronic,,6,Yes,,,,Yes,,Yes
504,1/29/09,American Express Company,Electronic,,5,,,,Yes,,,
468,1/30/09,Beverly National Bank,Electronic,,269,,,,Yes,,,
465,1/30/09,Citizens-Union Savings Bank,Electronic,,1100,,,,Yes,,,
336,2/2/09,Commerce Bank & Trust Company,Electronic,,4229,,,,Yes,,,
475,2/2/09,Barre Savings Bank,Electronic,,,,,,Yes,,,
476,2/2/09,Peoples Federal Savings Bank,Electronic,,,,,,Yes,,,
481,2/2/09,Mechanics Cooperative Bank,Electronic,,798,,,,Yes,,,
507,2/2/09,"Student Loan Xpress, CIT Group, Inc.",Electronic,,448,Yes,,,,Yes,,
514,2/3/09,Enterprise Bank,Electronic,,3000,,,,Yes,,,
503,2/3/09,The Commonwealth of MA - DOR,Electronic,,2,Yes,,,,,,
484,2/4/09,"Fairway Independent Mortgage, Inc.",Electronic,,10,Yes,Yes,,,,,Yes
505,2/5/09,LPL Financial Corporation,Electronic,,57,,Yes,,,Yes,,
506,2/5/09,LPL Financial Corporation,Electronic,,2,,Yes,,,Yes,,
483,2/5/09,The Commonwealth of MA - Board of Medicine,Paper,,1,Yes,,,,,,
512,2/5/09,First Citizen's Federal Credit Union,Electronic,,506,,,,Yes,,,
509,2/6/09,Wakefield Coopertive Bank,Electronic,,437,,,,Yes,,,
482,2/6/09,LPL Financial,Electronic,,7,,Yes,,,Yes,,
701,2/6/09,Compass Group,Electronic,,1,,Yes,,Yes,Yes,,Yes
510,2/9/09,MoneyGram International,Electronic,,3,,,,Yes,,,
513,2/9/09,Millbury Savings Bank,Electronic,,548,,,,Yes,,,
557,2/9/09,Crawford and Company,Electronic,,1,Yes,,,,Yes,,
556,2/10/09,Mansfield Bank,Electronic,,870,,,,Yes,,,
574,2/10/09,Archdiocese of Boston,Electronic,,168,Yes,,,,Yes,,Yes
496,2/10/09,"Citizens Financial Group, Inc.",Electronic,,1359,,Yes,,,Yes,,
523,2/11/09,JetDirect Avaiation,Electronic,,329,Yes,Yes,,,,,Yes
548,2/11/09,Rockland Trust Company,Electronic,,18946,,,,Yes,,,
494,2/12/09,Stonehill College,Paper,,6,Yes,,,,,,
492,2/13/09,Mercer,Electronic,,1,Yes,,,,Yes,,Yes
493,2/13/09,"BlackRock, Inc.",Electronic,,859,Yes,,,,Yes,,
485,2/17/09,Middlesex Savings Bank,Electronic,,13648,,,,Yes,,,
486,2/17/09,The Cooperative Bank,Electronic,,1059,,,,Yes,,,
487,2/17/09,Cape Cod Cooperative Bank,Electronic,,1790,,,,Yes,,,
488,2/17/09,"Revenue Assurance Professional, LLC",Undefined,,8,Yes,,,,,,
489,2/17/09,Fresenius Medical Care,Electronic,,8,Yes,,,,Yes,,Yes
490,2/17/09,"Motorola, Inc.",Electronic,,50,,,,Yes,,,
491,2/17/09,The Home Depot,Paper,,95,Yes,,,,Yes,,
497,2/18/09,The Newburyport Five Cents Savings Bank,Electronic,,1495,,,,Yes,,,
498,2/18/09,Colonial Federal Savings Bank,Electronic,,732,,,,Yes,,,
499,2/18/09,Saugusbank,Electronic,,997,,,,Yes,,,
500,2/18/09,Commonwealth Worldwide Chaffeured Transportation,Paper,,11,Yes,Yes,,,,,
511,2/19/09,Capital One,Paper,,96,,Yes,,,Yes,,
547,2/19/09,Milford Federal Savings and Loan Association,Electronic,,1395,,,,Yes,,,
575,2/19/09,Capital One,Both,,96,,Yes,,,Yes,,
555,2/20/09,Family Federal Savings,Electronic,,285,,,,Yes,,,
554,2/23/09,Merrimac Savings Bank,Electronic,,212,,,,Yes,,,
550,2/23/09,Greenfield Savings Bank,Electronic,,635,,,,Yes,,,
551,2/23/09,Monadnock Community Bank,Electronic,,199,,,,Yes,,,
545,2/23/09,Greenfield Savings Bank,Electronic,,2740,,,,Yes,,,
515,2/23/09,Bridgewater Savings,Electronic,,1598,,,,Yes,,,
522,2/24/09,Danversbank,Electronic,,5650,,,,Yes,,,
572,2/25/09,"Pearson Education, Inc.",Paper,,9,,Yes,,,Yes,,
520,2/26/09,Strata Bank,Electronic,,2909,,,,Yes,,,
521,2/26/09,Bank of Canton,Electronic,,1441,,,,Yes,,,
516,2/27/09,Northmark Bank,Electronic,,,,,,Yes,,,
517,2/27/09,Bright Horizons Family Solutions,Paper,,2,Yes,,,,Yes,,
518,2/27/09,Northern Bank & Trust Company,Electronic,,,,,,Yes,,,
651,2/27/09,St. Mary's Credit Union,Electronic,,4040,,,,Yes,,,
567,3/2/09,Capgemini,Paper,,1,Yes,,,,Yes,,
568,3/2/09,Northmark Bank,Electronic,,291,,,,Yes,,,
569,3/2/09,Macy'c Inc.,Paper,,29,Yes,,,,Yes,,
563,3/3/09,Milford Federal Savings and Loan Association,Electronic,,151,,,,Yes,,,
570,3/5/09,National City Bank,Paper,,170,Yes,,,,Yes,,
571,3/5/09,Mercantile Bank,Electronic,,300,,,,Yes,,,
573,3/6/09,John Hancock Life Insurance Company,Paper,,1,,Yes,,,,,
508,3/6/09,Educational Testing Service,Electronic,,11,Yes,,,,Yes,,Yes
681,3/6/09,City of Chicago - Dept. of Revenue,Electronic,,37,Yes,,,,Yes,Yes,Yes
546,3/8/09,North Middlesex Savings Bank,Electronic,,2500,,,,Yes,,,
526,3/9/09,HomEq Servicing,Paper,,1,Yes,,,,Yes,,
668,3/9/09,Haverhill Bank,Electronic,,16,,,,Yes,,,
631,3/9/09,East Boston Savings Bank,Electronic,,7600,,,,Yes,,,
646,3/9/09,Entity Beauty Inc.,Electronic,,46,,,,Yes,,Yes,
647,3/9/09,South Adams Savings Bank,Electronic,,522,,,,Yes,,,
648,3/9/09,Ultimate Ears,Electronic,,1,,,,Yes,Yes,,Yes
649,3/11/09,State Farm Insurance Companies,Paper,,1,Yes,,Yes,,,,
632,3/11/09,Webster Five Cents Savings Bank,Electronic,,4035,,,,Yes,,,
525,3/12/09,GMAC Residential,Paper,,2,Yes,,Yes,Yes,Yes,,
524,3/13/09,Stoneham Bank,Electronic,,3600,,,,Yes,,,
533,3/16/09,Broome Community College,Paper,,122,Yes,,,,Yes,,
534,3/16/09,Citizens Financial Group Inc.,Paper,,3,Yes,Yes,,,Yes,,
535,3/16/09,Navy Federal Credit Union,Electronic,,4,Yes,,,,,,
536,3/16/09,Ultimate Ears,Electronic,,1,,,,Yes,Yes,,Yes
667,3/16/09,South Adams Savings Bank,Electronic,,1,,Yes,,Yes,,,
633,3/18/09,North Easton Savings Bank,Electronic,,1883,,,,Yes,,,
637,3/18/09,Millbury Savings Bank,Electronic,,523,,,,Yes,,,
643,3/18/09,Premier Source Credit Union,Electronic,,644,,,,Yes,,,
645,3/18/09,North Easton Savings Bank,Electronic,,175,,,,Yes,,,
537,3/19/09,International Cake Exploration Societe,Electronic,,9,,,,Yes,,,
538,3/19/09,Luso American Credit Union,Electronic,,250,,,,Yes,,,
540,3/19/09,Braintree Cooperative Bank,Electronic,,866,,,,Yes,,,
539,3/20/09,"Catalent Pharma Solutions, Inc.",Electronic,,5,Yes,,,,,,
582,3/23/09,Rockland Trust Company,Electronic,,12688,,,,Yes,,,
592,3/23/09,LifeWatch Corp.,Electronic,,48,Yes,,,,Yes,,
641,3/23/09,TravelCLICK Inc.,Electronic,,6,,,,Yes,,,
642,3/23/09,Children's Hospital Boston,Paper,,1,Yes,,,,Yes,,
639,3/23/09,Catalent Pharma Solutions,Electronic,,5,Yes,,,,,,Yes
638,3/24/09,Penton Media,Both,,2,,,,Yes,,,Yes
615,3/24/09,Mass. State Board of Retirement,Paper,,11,Yes,,,,,,
585,3/24/09,Stop & Shop,Paper,,2,Yes,,,,Yes,,
580,3/24/09,Rockland Trust Company,Electronic,,1,,,,Yes,,,
581,3/24/09,Rockland Trust Company,Electronic,,1,,,,Yes,,,
670,3/25/09,Massachusetts Department of Transitional Assistance,Paper,,508,,,,,,,
528,3/27/09,Lasell College,Paper,,4,Yes,,,,Yes,,
529,3/27/09,Symantec Corporation,Electronic,,3,,,,Yes,Yes,,
530,3/30/09,ProCure,Electronic,,10,,,,,Yes,,Yes
541,3/30/09,Bond Brothers,Electronic,,165,Yes,,,,,,
543,3/30/09,Xcel Energy,Electronic,,4,Yes,,,,,,
544,3/30/09,Procter & Gamble,Paper,,2,Yes,Yes,,,Yes,,
14272,3/30/09,Wheel Pros,Undefined,,,Yes,,,,,,
558,4/1/09,Lee Bank,Electronic,,894,,,,Yes,,,
722,4/1/09,Partners Home . Care,Electronic,,,Yes,,,,,,
564,4/2/09,CitiMortgage,Paper,,1,Yes,Yes,,,Yes,,
565,4/3/09,GMAC Bank,Paper,,1,Yes,Yes,,,,,
566,4/3/09,Massachusetts Financial Services Company,Electronic,,5,,Yes,,,Yes,,
553,4/3/09,Ameriprise Financial,Paper,,2,Yes,Yes,,,Yes,,
560,4/3/09,Fujitsu Consulting Inc.,Electronic,,58,Yes,,,,,,Yes
561,4/3/09,State Street Bank & Trust Company,Paper,,1,,Yes,,,,,
562,4/3/09,State Street Bank & Trust Company,Paper,,1,Yes,,,,,,
531,4/7/09,"Brazelton Touchpoint Project, Inc.",Electronic,,1,Yes,,,,,,Yes
532,4/9/09,Peninsula Orthapaedic Associates,Electronic,,29,Yes,,,,,,Yes
650,4/9/09,Bond Brothers,Electronic,,165,Yes,,,,,,
549,4/10/09,Peoples Bank,Electronic,,5522,,,,Yes,,,
559,4/13/09,The Prudential Insurance Company of America,Paper,,110,,Yes,,,,,
658,4/13/09,Chase Auto Finance Corp.,Electronic,,65,Yes,,,,Yes,,
656,4/14/09,Cape Ann Savings Bank,Paper,,109,,Yes,,,Yes,,
657,4/14/09,"GMAC Mortgage, LLC",Electronic,,2,,Yes,,,,,
653,4/15/09,Fox Entertainment Group Inc.,Undefined,,203,Yes,Yes,,,,,
599,4/15/09,Prudential Insurance,Paper,,2,,Yes,,,,,
629,4/16/09,Salem Five Cents Savings Bank,Electronic,,7222,,,,Yes,,,
630,4/21/09,Dean Bank,Electronic,,1972,,,,Yes,,,
654,4/21/09,Immigrant Legal Resource Center,Electronic,,340,,,,Yes,,,
655,4/21/09,Humana Inc.,Electronic,,4,Yes,,,,Yes,,
652,4/21/09,Children's Hospital Boston,Electronic,,3,Yes,,,,Yes,,Yes
659,4/23/09,Partners Home Care,Electronic,,16,Yes,,,,Yes,,Yes
588,4/23/09,The Commonwealth of MA - RMV,Electronic,,118,,,Yes,,,,Yes
604,4/23/09,Newburyport Five Cents Savings Bank,Electronic,,1,,Yes,,,,,
605,4/24/09,State Street Bank and Trust Co.,Paper,,1,Yes,Yes,,,,,
606,4/24/09,Brown Brothers Harriman & Co.,Paper,,1,Yes,Yes,,,Yes,,
607,4/24/09,Fair Point Communications,Electronic,,136,Yes,,,,Yes,,Yes
634,4/24/09,Shrewsbury Public Schools,Electronic,,646,Yes,,,,Yes,,
635,4/26/09,Spencer Savings Bank,Electronic,,1747,,,,Yes,,,
636,4/27/09,Springfield Technical Community College,Electronic,,6,Yes,,,,,,Yes
711,4/27/09,United Food and Commercial Workers International,Electronic,,16,Yes,,,,,,Yes
584,4/27/09,Experian,Electronic,,1,Yes,,,,Yes,,
542,4/28/09,Transamerica,Electronic,,1,Yes,,,,,,Yes
586,4/29/09,"Julie Breskin, Ph.D.",Electronic,,67,Yes,,,,,,
587,4/29/09,CIGNA,Electronic,,,Yes,,,,Yes,,
624,4/29/09,Commercial Insurance,Electronic,,1,Yes,,,,,,
627,5/1/09,Caritas Christi Health Care,Paper,,5,Yes,,,,Yes,,
669,5/1/09,DenteMax,Electronic,,193,,,,,,,
626,5/4/09,LexisNexis,Electronic,,885,Yes,,,,Yes,,
608,5/4/09,WaMu Investments,Paper,,52,,Yes,,,,,
609,5/4/09,Tower Federal Credit Union,Electronic,,57,,Yes,,,,,
628,5/5/09,Jones & Associates Insurance Agency,Electronic,,1,,,,,Yes,,Yes
625,5/5/09,Center for American Progress,Electronic,,4,Yes,,,,,,
617,5/6/09,Newton Manufacturing Co.,Electronic,,28,Yes,,,,,,
621,5/8/09,Office of Medicaid,Paper,,1,Yes,,,,,,
619,5/9/09,Rockland Trust Company,Electronic,,38,,Yes,,,,,
620,5/11/09,Comcast Cable Communications Inc.,Paper,,1,,Yes,,,Yes,,
618,5/11/09,Pfizer Inc.,Electronic,,19,Yes,,,,Yes,,Yes
616,5/11/09,Cigna Health Care,Electronic,,1,Yes,,,,Yes,,
660,5/11/09,American Express,Electronic,,1,,,,Yes,,,
1,5/11/09,Adobe Systems,Electronic,,28,Yes,,Yes,,,,
593,5/13/09,Health Dialog,Electronic,,185,Yes,,,Yes,Yes,,
591,5/14/09,Lowell Five Cent Savings Bank,Electronic,,3300,,,,Yes,,,
613,5/18/09,Webster Five Cents Savings Bank,Electronic,,1,,,,,,,
614,5/18/09,Webster Five Cents Savings Bank,Electronic,,4,,Yes,,,,,
644,5/18/09,Framingham Co-Operative Bank,Electronic,,551,,,,Yes,,,
611,5/19/09,Bristol Community College,Paper,,10,Yes,,,,,,
612,5/19/09,MassMutual Financial Group,Paper,,1,Yes,,,,,,
622,5/22/09,Batteries.com LLC,Electronic,,4195,,,,Yes,Yes,,
640,5/23/09,Newburyport Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
610,5/26/09,Davis Vision Inc.,Electronic,,2,Yes,,,,,,
623,5/28/09,"Fallon Community Health Plan, Inc.",Electronic,,2,Yes,,,,Yes,,
594,5/29/09,Members Plus Credit Union,Electronic,,9919,Yes,Yes,,,,,Yes
595,5/29/09,Aviva USA,Electronic,,8,Yes,,,,Yes,,
589,6/2/09,Sony Corporation of America,Electronic,,140,,,,Yes,Yes,,
724,6/2/09,The Newburyport Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
597,6/3/09,Hitachi Data Systems Corp.,Electronic,,72,Yes,,,,Yes,,Yes
602,6/3/09,Partners Home Care,Paper,,1,Yes,,,,Yes,,
603,6/3/09,LPL Financial,Electronic,,2,Yes,Yes,,,Yes,,Yes
793,6/3/09,Rockland Trust Company,Electronic,,6,,,,Yes,,,
794,6/3/09,Rockland Trust Company,Electronic,,6,,,,Yes,,,
795,6/3/09,Rockland Trust Company,Electronic,,2,,,,,,,
796,6/3/09,Rockland Trust Company,Electronic,,1,,,,Yes,,,
601,6/4/09,Newburyport Five Cents Savings Bank,Electronic,,1,,Yes,,,,,
600,6/5/09,Newburyport Five Cents Savings Bank,Electronic,,1,,Yes,,,,,
590,6/5/09,AARP,Electronic,,73,Yes,,,,,,Yes
598,6/8/09,Prudential Insurance,Paper,,1,Yes,,,,Yes,,
596,6/8/09,Vanguard,Paper,,1,,Yes,,,,,
665,6/9/09,Strata Bank,Electronic,,5,,,,Yes,,,
661,6/10/09,American Express,Electronic,,1,,,,Yes,,,
662,6/10/09,American Express,Electronic,,1,,Yes,,Yes,,,
664,6/10/09,Webster Five Cents Savings Bank,Electronic,,9,,,,Yes,,,
710,6/10/09,"Charles Schwab & Co., Inc.",Electronic,,223,Yes,Yes,,,Yes,,Yes
708,6/11/09,Colonial Federal Savings Bank,Electronic,,4,,,,Yes,,,
709,6/12/09,Brigham and Women's Hospital,Paper,,1,Yes,,,,,,
719,6/12/09,"Access TCA, Inc.",Paper,,100,Yes,,,,,,
823,6/12/09,"1-800 EastWest Mortgage Co.
Inc.",Electronic,,64,Yes,,,,,,
707,6/15/09,JFY Networks,Electronic,,353,Yes,,,,Yes,,
723,6/16/09,Putnam Investments,Electronic,,399,,Yes,,,,,
684,6/16/09,Newburyport Bank,Electronic,,1,,,,Yes,,,
685,6/16/09,"Beam Global Spirits & Wine, Inc.",Electronic,,10,Yes,,,,,,
